Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2017,151,363,65,1763,81,1681,45,1772,,,335,170,,
2016,44,1013,64,1770,80,1682,37,1793,66,1624,286,242,96,1581
2015,73,694,45,1818,54,1733,26,1829,63,1652,143,520,91,1600
2014,71,700,27,1886,28,1801,19,1869,,,,,,
2013,13,2290,16,1951,18,1877,11,1945,22,1791,195,360,,
2012,11,2515,11,1991,17,1882,8,2000,19,1803,347,180,,
2011,10,2380,22,1917,36,1804,10,1945,48,1684,155,495,102,1584
2010,15,2160,23,1911,38,1791,10,1926,49,1666,56,1350,83,1610
2009,26,1305,37,1851,45,1743,24,1851,56,1645,148,465,110,1542
2008,18,1270,34,1858,72,1691,15,1900,72,1606,222,265,113,1535
2007,28,965,45,1809,65,1694,30,1814,92,1562,98,585,98,1538
2006,32,925,48,1809,124,1576,33,1810,83,1567,293,186,,
2005,114,392,140,1617,207,1468,102,1624,156,1481,370,121,,
2004,103,433,98,1697,152,1536,66,1713,,,281,160,,
2003,156,248,187,1546,280,1372,132,1578,,,538,66,,
2002,738,15,,,,,,,,,1257,6,,
2001,844,10,,,,,,,,,,,,
2000,1332,1,,,,,,,,,,,,
