Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Murcia CH R64,L vs Vilella Martinez,25.6%,37.2%,34.4%,27.9%,42.9%,52.4%,25.0%,47.6%,27.3%,60.0%,0.0%,9.1%,22.7%,40.0%,-79
2017 Madrid R32,L vs Djokovic,29.8%,39.4%,41.3%,36.1%,48.0%,62.0%,57.7%,59.8%,44.4%,39.1%,50.0%,9.8%,14.6%,29.7%,-18
2016 Estoril F,W vs Carreno Busta,16.1%,24.1%,54.8%,19.7%,31.0%,48.3%,70.0%,41.7%,60.0%,63.2%,50.0%,18.5%,25.9%,40.9%,65
2016 Buenos Aires F,L vs Thiem,23.2%,39.3%,54.7%,32.8%,30.9%,50.0%,70.2%,46.6%,43.3%,65.8%,100.0%,11.4%,22.7%,35.9%,-79
2015 Genova CH R32,W vs Satral,28.6%,38.1%,55.8%,33.0%,37.8%,43.2%,60.9%,45.4%,42.9%,56.5%,50.0%,16.7%,33.3%,50.0%,37
2015 Estoril QF,L vs Gasquet,15.5%,27.6%,53.2%,20.2%,25.9%,37.0%,55.0%,35.9%,46.7%,25.0%,0.0%,6.9%,20.7%,51.9%,-47
2015 Casablanca QF,L vs Klizan,28.9%,41.0%,51.9%,34.8%,48.8%,61.0%,57.1%,60.7%,38.9%,39.1%,33.3%,10.8%,24.3%,48.5%,-13
2015 Casablanca R16,W vs Berlocq,27.7%,46.2%,68.9%,36.6%,35.3%,58.8%,72.7%,52.4%,56.3%,33.3%,-,20.7%,34.5%,65.2%,19
2015 Casablanca R32,W vs Daniel,27.1%,47.9%,61.8%,38.1%,37.9%,62.1%,61.1%,56.2%,50.0%,41.2%,100.0%,11.1%,27.8%,62.5%,-2
2015 Sao Paulo QF,L vs Cuevas,22.6%,35.7%,60.3%,29.5%,35.4%,52.1%,67.7%,47.5%,35.3%,35.5%,50.0%,5.9%,14.7%,53.1%,-57
2014 Madrid R64,W vs Golubev,39.2%,50.0%,54.2%,43.9%,57.1%,73.2%,70.8%,67.3%,42.1%,43.2%,100.0%,23.8%,30.2%,45.8%,-55
2014 Barcelona QF,W vs Nadal,18.2%,30.6%,47.4%,24.8%,27.3%,42.4%,54.2%,39.4%,66.7%,19.4%,33.3%,7.5%,17.0%,40.8%,-38
2013 Shanghai QF,L vs Del Potro,33.9%,45.8%,38.5%,39.0%,46.2%,61.5%,52.4%,53.8%,22.2%,38.1%,75.0%,10.0%,15.0%,22.2%,-79
2013 Tokyo SF,L vs Del Potro,30.4%,45.6%,53.7%,39.5%,42.3%,65.4%,60.0%,56.2%,20.0%,37.0%,33.3%,7.7%,7.7%,45.8%,-37
2013 Barcelona F,L vs Nadal,16.1%,28.6%,48.9%,24.6%,17.1%,34.3%,55.2%,30.9%,64.7%,22.2%,25.0%,15.8%,21.1%,37.5%,39
2013 Monte Carlo R32,L vs Melzer,34.0%,47.2%,48.5%,40.8%,37.0%,59.3%,58.8%,50.4%,25.0%,40.0%,66.7%,33.3%,37.5%,37.5%,37
2013 Australian Open QF,L vs Ferrer,28.3%,34.9%,44.7%,31.6%,45.5%,53.2%,52.4%,52.5%,54.1%,47.5%,75.0%,14.3%,20.2%,40.3%,-10
2012 Olympics QF,L vs Murray,11.1%,18.5%,38.5%,15.2%,14.3%,21.4%,37.5%,22.1%,56.3%,33.3%,0.0%,11.8%,23.5%,40.0%,-8
2012 Indian Wells QF,L vs Djokovic,27.4%,32.3%,42.9%,30.8%,39.4%,48.5%,45.0%,45.8%,43.8%,41.2%,75.0%,15.4%,15.4%,40.9%,34
2012 Buenos Aires R32,W vs Starace,21.1%,36.8%,62.2%,34.2%,26.9%,46.3%,77.6%,45.5%,36.4%,52.9%,0.0%,7.4%,14.8%,32.0%,-79
Career (25 matches),,24.3%,35.9%,50.1%,30.8%,34.5%,49.7%,58.2%,46.4%,40.4%,47.5%,55.8%,13.2%,21.3%,41.9%,-1
