Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 Murcia CH R64,L vs Vilella Martinez,14,27,0.5,14.6%,28.1%,12,27,0.4,13.6%,30.7%,9.1%,4.5%,1.3,13.5%,10.4%
2017 US Open R128,L vs Johnson,30,40,0.8,14.3%,19.0%,21,36,0.6,11.7%,20.0%,8.9%,1.7%,1.4,17.6%,12.4%
2017 Roland Garros R64,L vs Del Potro,23,19,1.2,20.9%,17.3%,16,18,0.9,17.0%,19.1%,8.5%,7.4%,0.9,16.4%,17.3%
2017 Roland Garros R128,W vs Baghdatis,67,56,1.2,23.2%,19.4%,51,50,1.0,19.7%,19.3%,12.7%,6.2%,0.9,12.1%,12.8%
2017 Madrid Masters R32,L vs Djokovic,31,43,0.7,17.3%,24.0%,20,40,0.5,12.8%,25.6%,5.8%,5.1%,1.1,14.0%,12.3%
2016 US Open R32,L vs Monfils,18,42,0.4,10.7%,25.0%,17,34,0.5,11.9%,23.8%,9.1%,2.8%,1.6,18.5%,11.9%
2016 US Open R64,W vs Cuevas,42,40,1.1,17.6%,16.8%,29,33,0.9,14.6%,16.7%,10.1%,3.5%,1.2,13.0%,10.5%
2016 Wimbledon R64,L vs Istomin,37,24,1.5,18.6%,12.1%,28,22,1.3,15.7%,12.4%,11.8%,3.4%,1.9,17.1%,9.0%
2016 Wimbledon R128,W vs Dutra Silva,53,61,0.9,16.4%,18.9%,39,54,0.7,13.5%,18.8%,6.9%,5.2%,1.2,16.1%,13.9%
2016 Roland Garros R32,L vs Goffin,47,67,0.7,18.1%,25.8%,30,58,0.5,13.6%,26.4%,9.1%,3.6%,1.0,13.8%,14.2%
2016 Roland Garros R128,W vs Kohlschreiber,50,41,1.2,21.4%,17.5%,31,37,0.8,15.3%,18.2%,9.4%,4.4%,1.1,15.8%,15.0%
2016 Estoril F,W vs Carreno Busta,26,30,0.9,17.6%,20.3%,21,27,0.8,15.3%,19.7%,10.2%,5.1%,0.7,12.2%,17.6%
2016 Buenos Aires F,L vs Thiem,37,29,1.3,16.4%,12.9%,29,29,1.0,14.2%,14.2%,9.3%,4.9%,1.3,18.7%,14.7%
2016 Australian Open R64,L vs Thiem,37,49,0.8,22.0%,29.2%,24,45,0.5,16.6%,31.0%,9.7%,4.8%,2.0,16.7%,8.3%
2016 Australian Open R128,W vs Benneteau,78,41,1.9,27.3%,14.3%,40,36,1.1,17.9%,16.1%,10.8%,6.3%,1.0,14.3%,15.0%
2015 Genova CH R32,W vs Satral,14,25,0.6,10.5%,18.8%,10,23,0.4,8.3%,19.2%,5.0%,2.5%,0.6,15.0%,27.1%
2015 Wimbledon R128,L vs Simon,40,48,0.8,20.3%,24.4%,29,43,0.7,17.5%,25.9%,10.2%,6.0%,0.8,8.1%,10.2%
2015 Roland Garros R64,L vs Nadal,33,38,0.9,17.8%,20.5%,31,36,0.9,17.9%,20.8%,11.6%,5.2%,1.9,16.8%,8.6%
2015 Roland Garros R128,W vs Dolgopolov,44,28,1.6,17.5%,11.1%,36,25,1.4,16.1%,11.2%,8.9%,4.9%,1.6,21.8%,13.9%
2015 Estoril QF,L vs Gasquet,21,34,0.6,16.7%,27.0%,18,32,0.6,15.8%,28.1%,9.6%,6.1%,1.3,16.7%,12.7%
Career (73 matches),,2713,2503,1.1,18.4%,17.0%,1951,2275,0.9,15.2%,17.7%,5.3%,2.7%,1.1,16.1%,14.5%
