Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Murcia CH R64,L vs Vilella Martinez,0.0%,-,6.3%,33.3%,14.5%,10.5%,100.0%,15.8%,80.0%,1.4%,50.0%,107,71
2017 Madrid R32,L vs Djokovic,2.4%,50.0%,5.0%,66.7%,12.1%,16.3%,0.0%,9.2%,16.7%,0.8%,33.3%,-26,-3
2016 Estoril F,W vs Carreno Busta,0.0%,-,4.9%,60.0%,13.0%,15.9%,0.0%,9.6%,41.7%,0.0%,-,-37,-54
2016 Buenos Aires F,L vs Thiem,0.0%,-,7.6%,76.5%,18.3%,31.0%,23.1%,12.2%,28.6%,1.8%,16.7%,-1,-12
2015 Genova CH R32,W vs Satral,0.0%,-,7.5%,80.0%,10.0%,10.0%,33.3%,4.7%,25.0%,2.8%,33.3%,-22,-14
2015 Estoril QF,L vs Gasquet,0.0%,-,8.7%,54.5%,18.6%,45.5%,16.7%,7.6%,26.7%,0.4%,0.0%,3,11
2015 Casablanca QF,L vs Klizan,0.0%,-,7.5%,72.7%,15.3%,9.1%,7.1%,5.5%,8.3%,0.9%,0.0%,31,47
2015 Casablanca R16,W vs Berlocq,1.6%,100.0%,8.4%,83.3%,19.8%,25.8%,11.1%,9.3%,50.0%,0.7%,0.0%,26,-4
2015 Casablanca R32,W vs Daniel,0.0%,-,11.8%,63.6%,18.3%,29.2%,25.0%,5.0%,11.1%,3.2%,14.3%,31,39
2015 Sao Paulo QF,L vs Cuevas,0.0%,-,5.7%,90.0%,16.1%,45.0%,11.1%,7.4%,33.3%,1.3%,50.0%,-13,-15
2014 Madrid R64,W vs Golubev,0.0%,-,4.1%,90.0%,23.9%,33.3%,0.0%,4.0%,16.7%,1.3%,25.0%,36,52
2014 Barcelona QF,W vs Nadal,0.0%,-,5.2%,63.6%,13.2%,9.1%,3.1%,14.5%,21.1%,0.5%,50.0%,32,7
2013 Shanghai QF,L vs Del Potro,0.0%,-,3.7%,25.0%,21.3%,26.1%,25.0%,6.7%,25.0%,0.0%,-,52,37
2013 Tokyo SF,L vs Del Potro,0.0%,-,7.3%,72.7%,20.0%,29.4%,16.7%,6.3%,20.0%,0.4%,0.0%,-50,-28
2013 Barcelona F,L vs Nadal,0.0%,-,2.5%,66.7%,10.6%,17.1%,7.1%,4.8%,0.0%,0.7%,100.0%,-35,-38
2013 Monte Carlo R32,L vs Melzer,0.0%,-,11.6%,61.5%,33.3%,53.8%,0.0%,8.7%,40.0%,0.0%,-,58,103
2013 Australian Open QF,L vs Ferrer,2.0%,100.0%,7.3%,82.6%,10.2%,15.9%,18.2%,6.7%,22.0%,0.5%,0.0%,-27,-20
2012 Olympics QF,L vs Murray,0.0%,-,11.0%,40.0%,14.3%,24.0%,0.0%,4.8%,0.0%,1.8%,0.0%,-40,-49
2012 Indian Wells QF,L vs Djokovic,0.0%,-,2.6%,66.7%,13.0%,26.9%,0.0%,8.0%,20.0%,0.0%,-,-14,0
2012 Buenos Aires R32,W vs Starace,0.0%,-,9.0%,70.6%,17.8%,14.3%,16.0%,9.9%,38.5%,1.4%,60.0%,-30,-40
Career (25 matches),,0.3%,85.7%,7.3%,71.5%,14.7%,20.0%,9.5%,8.1%,23.3%,1.0%,31.6%,-5,-6
