Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,28,16,12,57.1%,21,8,13,38.1%,2005,2017,QF,28,1.05,12.2%,2.7%,59.3%,74.7%,54.4%,66.4%,35.1%,64.3%,39.5%
Roland Garros,14,Clay,41,27,14,65.9%,24,12,12,50.0%,2004,2017,QF,38,1.14,11.0%,3.0%,57.3%,75.4%,54.4%,66.4%,38.4%,61.9%,40.2%
Wimbledon,11,Grass,21,10,11,47.6%,25,8,17,32.0%,2005,2016,R32,21,0.96,14.1%,3.8%,59.3%,77.9%,53.6%,68.0%,30.8%,63.9%,34.2%
US Open,12,Hard,27,15,12,55.6%,24,13,11,54.2%,2005,2017,R16,25,0.98,11.2%,4.2%,55.7%,74.2%,51.5%,64.2%,35.3%,65.5%,39.8%
Olympics,2,,5,3,2,60.0%,1,1,0,100.0%,2008,2012,QF,5,1.01,12.2%,5.6%,59.2%,73.0%,53.1%,64.9%,35.3%,50.0%,54.5%
Davis Cup,3,,12,8,4,66.7%,4,1,3,25.0%,2008,2012,,0,,,,,,,,,,
Barcelona,14,Clay,40,26,14,65.0%,14,10,4,71.4%,2004,2017,F,40,1.13,10.2%,2.6%,55.2%,74.1%,52.0%,64.2%,40.5%,62.8%,42.5%
Buenos Aires,11,Clay,39,29,10,74.4%,15,9,6,60.0%,2005,2016,W,39,1.16,7.7%,2.3%,61.8%,75.0%,54.5%,67.2%,38.2%,65.0%,39.7%
Rome Masters,11,Clay,29,18,11,62.1%,11,6,5,54.5%,2005,2017,QF,28,1.05,8.2%,2.0%,61.1%,70.9%,52.3%,63.7%,38.1%,66.1%,37.8%
Madrid Masters,11,Clay,21,10,11,47.6%,10,3,7,30.0%,2007,2017,SF,21,1.05,9.9%,2.1%,57.8%,75.1%,50.5%,64.7%,36.9%,54.8%,33.8%
Bastad,10,Clay,28,19,9,67.9%,6,5,1,83.3%,2005,2018,W,28,1.03,7.3%,3.4%,59.9%,72.1%,48.6%,62.7%,38.5%,63.0%,40.4%
Valencia,10,Hard,27,19,8,70.4%,7,2,5,28.6%,2004,2015,W,27,1.17,9.4%,3.5%,59.1%,73.8%,51.8%,64.8%,41.3%,64.8%,41.7%
Miami Masters,10,Hard,22,12,10,54.5%,12,4,8,33.3%,2005,2015,QF,22,1.08,12.3%,4.0%,55.3%,76.2%,53.1%,65.9%,36.7%,65.5%,33.1%
Monte Carlo Masters,10,Clay,20,10,10,50.0%,7,3,4,42.9%,2007,2017,R16,19,1.05,6.4%,2.8%,52.9%,73.1%,48.6%,61.6%,40.3%,50.0%,42.7%
