Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Murcia CH R64,L vs Vilella Martinez,64.2%,41.2%,0.0%,0/0,2.22,10.7%,64.1%,44.0%,0.0%,2.21,27.3%,75.0%,33.3%,0.0%,2.23,0.0%
2017 Madrid R32,L vs Djokovic,75.3%,40.6%,3.5%,2/1,2.50,4.8%,74.6%,40.9%,0.0%,2.28,11.5%,83.3%,40.0%,12.5%,2.65,0.0%
2016 Estoril F,W vs Carreno Busta,60.7%,50.7%,0.0%,0/0,2.70,16.7%,81.1%,41.9%,0.0%,2.53,35.0%,82.4%,64.3%,0.0%,2.86,0.0%
2016 Buenos Aires F,L vs Thiem,70.8%,40.0%,2.7%,2/1,2.26,11.6%,69.4%,35.6%,2.4%,2.27,21.3%,91.3%,52.4%,4.3%,2.26,0.0%
2015 Genova CH R32,W vs Satral,65.7%,56.5%,0.0%,0/0,2.49,7.1%,40.6%,53.8%,0.0%,2.61,9.1%,91.7%,57.6%,0.0%,2.35,5.0%
2015 Estoril QF,L vs Gasquet,72.1%,36.7%,1.5%,1/0,-,13.0%,64.1%,32.0%,2.6%,-,25.0%,92.3%,41.7%,0.0%,-,3.8%
2015 Casablanca QF,L vs Klizan,67.2%,25.6%,9.4%,4/2,2.14,9.3%,57.1%,25.0%,2.9%,2.12,19.0%,95.8%,26.1%,20.8%,2.15,3.0%
2015 Casablanca R16,W vs Berlocq,71.8%,42.9%,2.6%,1/1,2.07,15.6%,60.9%,35.7%,2.2%,2.12,31.8%,96.6%,50.0%,3.4%,2.02,0.0%
2015 Casablanca R32,W vs Daniel,86.7%,61.5%,2.2%,1/0,1.94,3.0%,87.0%,55.0%,0.0%,1.71,5.9%,86.4%,68.4%,4.5%,2.19,0.0%
2015 Sao Paulo QF,L vs Cuevas,73.9%,41.2%,2.2%,1/1,2.42,22.2%,67.8%,35.0%,1.7%,2.45,45.2%,84.8%,50.0%,3.0%,2.39,0.0%
2014 Madrid R64,W vs Golubev,69.4%,46.5%,4.0%,2/3,2.37,19.4%,61.6%,49.1%,2.3%,2.33,50.0%,91.7%,42.4%,8.3%,2.39,4.2%
2014 Barcelona QF,W vs Nadal,67.0%,49.2%,6.6%,2/4,2.27,2.1%,62.3%,47.4%,0.0%,2.28,4.2%,88.5%,52.2%,23.1%,2.26,0.0%
2013 Shanghai QF,L vs Del Potro,56.0%,35.7%,6.0%,1/2,2.05,17.9%,42.4%,35.7%,3.0%,2.07,28.6%,93.3%,35.7%,13.3%,2.03,5.6%
2013 Tokyo SF,L vs Del Potro,62.0%,34.1%,2.8%,0/2,2.13,13.0%,53.3%,16.7%,0.0%,2.07,23.3%,80.0%,55.0%,8.0%,2.21,0.0%
2013 Barcelona F,L vs Nadal,83.9%,42.3%,0.0%,0/0,2.14,0.0%,79.5%,37.1%,0.0%,2.16,0.0%,94.4%,52.9%,0.0%,2.13,0.0%
2013 Monte Carlo R32,L vs Melzer,72.9%,39.5%,5.1%,3/0,2.39,21.2%,73.3%,36.4%,0.0%,2.31,35.3%,77.8%,42.9%,11.1%,2.47,6.3%
2013 Australian Open QF,L vs Ferrer,61.7%,56.5%,3.4%,2/3,2.26,2.7%,57.3%,49.2%,2.9%,2.20,7.3%,71.7%,69.7%,4.3%,2.29,0.0%
2012 Olympics QF,L vs Murray,29.7%,27.3%,10.8%,4/0,2.26,5.1%,34.6%,22.2%,11.5%,2.33,8.3%,40.0%,50.0%,20.0%,2.13,0.0%
2012 Indian Wells QF,L vs Djokovic,58.5%,41.9%,5.7%,1/2,2.29,14.3%,35.5%,63.6%,6.5%,2.35,30.0%,90.9%,30.0%,4.5%,2.23,0.0%
2012 Buenos Aires R32,W vs Starace,74.2%,43.5%,0.0%,0/0,2.43,13.9%,71.4%,36.0%,0.0%,2.36,21.3%,95.0%,63.2%,0.0%,2.56,0.0%
Career (25 matches),,69.6%,44.1%,4.0%,61.2%,2.21,12.3%,64.9%,39.3%,2.7%,2.18,22.5%,87.9%,50.6%,7.1%,2.24,2.0%
