Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,268,169,99,63.1%,414-283,59.4%,3548-3153,52.9%,56-47,54.4%,241,77.9%,29.0%,4.8%,5.7%,59.5%,71.5%,48.7%,62.2%,40.8%,51.4%,1.08
Clay,156,90,66,57.7%,221-179,55.3%,1910-1797,51.5%,22-19,53.7%,102,70.8%,31.4%,3.4%,5.7%,60.1%,67.6%,44.5%,58.4%,41.8%,50.2%,1.00
Grass,46,30,16,65.2%,88-54,62.0%,764-665,53.5%,17-12,58.6%,38,84.6%,23.2%,8.9%,7.5%,54.1%,79.2%,47.5%,64.6%,39.0%,51.6%,1.10
Carpet,194,124,70,63.9%,273-176,60.8%,2340-2041,53.4%,44-40,52.4%,130,80.1%,26.6%,6.5%,5.3%,57.8%,73.1%,51.4%,64.0%,39.8%,51.6%,1.10
Grand Slams,99,61,38,61.6%,207-151,57.8%,1809-1671,52.0%,31-26,54.4%,82,78.0%,26.5%,5.2%,5.8%,58.5%,73.8%,43.5%,61.2%,39.9%,50.5%,1.03
Masters,152,85,67,55.9%,199-163,55.0%,1803-1702,51.4%,33-23,58.9%,139,75.6%,27.6%,5.4%,5.9%,58.6%,70.0%,48.9%,61.3%,40.1%,50.7%,1.04
Other Tours,383,249,134,65.0%,532-337,61.2%,4444-3843,53.6%,69-61,53.1%,287,78.5%,29.9%,5.3%,5.7%,59.0%,71.5%,50.6%,62.9%,41.2%,51.9%,1.11
Best of 5,130,80,50,61.5%,271-200,57.5%,2389-2190,52.2%,42-36,53.8%,87,78.0%,26.3%,5.2%,5.8%,58.5%,73.6%,43.9%,61.3%,39.7%,50.4%,1.03
Best of 3,534,333,201,62.4%,725-492,59.6%,6173-5466,53.0%,97-82,54.2%,424,77.5%,29.1%,5.3%,5.8%,58.8%,71.0%,50.0%,62.4%,40.9%,51.5%,1.09
Finals,30,11,19,36.7%,37-45,45.1%,378-408,48.1%,5-6,45.5%,27,73.1%,24.0%,4.0%,5.1%,60.1%,66.5%,49.3%,59.6%,37.7%,49.0%,0.93
Semi-finals,48,27,21,56.3%,65-51,56.0%,602-550,52.3%,13-12,52.0%,41,79.2%,28.1%,4.9%,5.1%,61.1%,70.9%,49.5%,62.6%,40.4%,51.4%,1.08
Quarter-finals,87,48,39,55.2%,108-93,53.7%,985-952,50.9%,16-17,48.5%,70,75.9%,27.3%,5.0%,5.1%,60.9%,69.3%,49.2%,61.4%,39.8%,50.6%,1.03
vs Righties,563,354,209,62.9%,851-581,59.4%,7300-6479,53.0%,126-104,54.8%,428,77.6%,28.6%,5.2%,5.8%,58.5%,71.7%,48.3%,62.0%,40.6%,51.3%,1.07
vs Lefties,100,58,42,58.0%,143-111,56.3%,1249-1171,51.6%,13-14,48.1%,83,77.7%,27.3%,5.5%,5.9%,59.8%,71.7%,48.7%,62.5%,40.1%,51.2%,1.07
vs Top 10,103,37,66,35.9%,110-157,41.2%,1193-1360,46.7%,24-21,53.3%,74,74.8%,17.5%,5.9%,6.0%,58.4%,69.2%,48.2%,60.4%,35.5%,48.2%,0.90
