Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,26,17,9,65.4%,15,7,8,46.7%,1990,1999,W,23,1.05,5.1%,5.5%,59.6%,74.3%,43.0%,61.6%,40.4%,60.9%,44.2%
Roland Garros,11,Clay,27,16,11,59.3%,12,8,4,66.7%,1988,1999,F,21,0.95,3.7%,5.7%,60.0%,70.7%,38.9%,58.0%,39.7%,62.0%,42.8%
Wimbledon,9,Grass,26,17,9,65.4%,16,9,7,56.3%,1988,1998,QF,21,1.08,7.7%,7.0%,53.9%,79.4%,44.8%,63.4%,39.5%,64.5%,38.3%
US Open,9,Hard,20,11,9,55.0%,14,7,7,50.0%,1988,1998,QF,17,1.03,4.0%,4.9%,60.7%,70.5%,47.7%,61.5%,39.7%,55.0%,38.0%
Davis Cup,9,,27,18,9,66.7%,13,6,7,46.2%,1988,1997,,0,,,,,,,,,,
Miami Masters,10,Hard,24,14,10,58.3%,13,7,6,53.8%,1990,1999,SF,23,1.05,4.3%,5.5%,63.0%,69.3%,49.9%,62.1%,39.6%,57.7%,46.0%
Canada Masters,9,Hard,22,13,9,59.1%,8,6,2,75.0%,1990,1998,F,21,1.07,5.4%,5.2%,59.5%,69.5%,47.0%,60.4%,42.3%,58.9%,46.2%
Cincinnati Masters,9,Hard,18,9,9,50.0%,4,2,2,50.0%,1990,1998,QF,17,1.05,5.3%,5.9%,57.8%,69.7%,51.7%,62.1%,39.6%,64.7%,39.8%
Basel,8,Hard,22,14,8,63.6%,7,4,3,57.1%,1988,1998,F,18,1.12,5.3%,5.3%,59.7%,73.6%,52.4%,65.1%,39.1%,68.7%,40.0%
Indian Wells Masters,8,Hard,19,11,8,57.9%,4,4,0,100.0%,1991,1999,F,19,1.01,6.3%,7.3%,56.7%,71.6%,47.5%,61.2%,39.1%,64.4%,38.7%
Paris Masters,8,Carpet,19,11,8,57.9%,7,4,3,57.1%,1990,1998,SF,17,1.10,7.9%,4.1%,57.7%,72.0%,53.5%,64.2%,39.5%,66.1%,35.6%
