Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1998 Australian Open F,W vs Rios,3.2,3.3,3.1,57.3%,65.8%,70.0%,75.0%,42.0%,26.6%,15.5,19.6,11.0,13.8
1998 Australian Open SF,W vs Kucera,4.2,4.7,3.8,49.5%,57.1%,50.0%,76.5%,46.0%,26.4%,21.5,12.8,1.0,0.7
1998 Doha F,W vs Santoro,3.8,3.7,3.9,60.0%,70.6%,66.7%,75.0%,47.9%,16.4%,20.0,29.9,6.0,9.8
1997 Stuttgart F,W vs Krajicek,2.4,3.1,1.8,54.4%,57.7%,33.3%,-,58.2%,10.7%,14.5,18.6,18.0,36.7
1997 Stuttgart SF,W vs Rafter,2.5,3.1,1.9,47.2%,63.2%,100.0%,50.0%,49.3%,16.2%,6.5,10.0,5.0,8.9
1997 US Open R16,W vs Sampras,2.9,3.4,2.5,48.4%,57.4%,78.9%,61.5%,44.7%,17.7%,22.5,12.6,21.5,12.3
1997 Wimbledon R16,L vs Sampras,2.4,2.9,1.9,47.1%,31.3%,76.9%,71.4%,43.2%,13.8%,8.0,7.7,7.5,6.4
1996 Paris SF,L vs Kafelnikov,3.8,3.6,4.0,45.8%,54.1%,50.0%,57.1%,44.6%,36.4%,0.0,0.0,1.5,1.7
1995 Wimbledon R64,W vs Chang,2.8,2.3,3.4,56.2%,42.9%,45.5%,57.1%,42.5%,25.0%,4.0,6.8,-5.5,-8.7
1994 Miami QF,L vs Sampras,3.4,3.7,3.0,46.2%,39.1%,42.9%,30.0%,35.2%,33.6%,1.0,1.5,-8.0,-9.8
1994 Indian Wells F,L vs Sampras,3.3,4.1,2.5,43.7%,51.5%,61.1%,53.3%,39.5%,26.0%,9.5,6.6,8.0,4.9
1994 Indian Wells SF,W vs Krickstein,3.7,4.5,3.0,51.5%,50.0%,66.7%,71.4%,56.6%,30.6%,3.5,3.8,4.5,9.4
1994 Milan F,L vs Becker,3.0,3.6,2.4,47.1%,35.5%,64.3%,50.0%,48.1%,20.2%,12.0,14.1,1.0,1.4
1993 Grand Slam Cup F,W vs Stich,2.7,3.4,2.1,47.0%,53.1%,50.0%,33.3%,50.4%,23.1%,20.0,11.3,7.0,5.3
1993 Sydney F,L vs Yzaga,4.0,3.7,4.3,46.1%,61.8%,36.7%,36.4%,55.9%,40.7%,-9.0,-3.6,2.5,2.1
1993 Canada SF,L vs Pernfors,4.8,3.6,6.0,43.2%,46.5%,41.2%,55.6%,52.0%,29.7%,-16.0,-9.7,-1.5,-1.4
1993 Miami SF,L vs Sampras,3.4,4.2,2.6,40.0%,51.3%,72.2%,50.0%,49.5%,31.4%,6.0,6.1,3.5,5.1
1992 Tour Finals RR,L vs Edberg,2.8,3.8,1.9,47.4%,44.0%,71.4%,50.0%,55.2%,17.8%,6.5,7.6,5.5,9.2
1992 Roland Garros F,L vs Courier,3.4,3.4,3.4,40.4%,34.5%,35.3%,54.5%,42.2%,49.2%,-9.0,-10.2,3.5,5.8
1992 Roland Garros SF,W vs Leconte,3.1,3.5,2.7,51.1%,61.5%,61.1%,75.0%,46.9%,33.8%,18.5,16.1,13.5,15.7
Career (25 matches),,3.3,3.6,3.0,47.7%,52.3%,55.9%,56.9%,48.0%,28.9%,7.7,6.9,4.3,5.0
