Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
17,Pete Sampras [USA],5,12,29.4%,12,7,5,58.3%,1990,1997,13,0.85,6.9%,5.5%,60.4%,69.0%,48.9%,61.0%,33.2%,60.0%,27.4%
12,Michael Stich [GER],8,4,66.7%,7,4,3,57.1%,1989,1996,6,0.98,3.5%,5.8%,59.0%,68.0%,51.8%,61.3%,37.8%,60.0%,42.1%
11,Goran Ivanisevic [CRO],4,7,36.4%,4,2,2,50.0%,1990,1998,8,0.97,6.4%,5.9%,58.0%,70.9%,51.4%,62.7%,36.1%,67.1%,30.0%
9,Wayne Ferreira [RSA],6,3,66.7%,4,1,3,25.0%,1991,1999,8,1.15,3.5%,6.0%,60.3%,68.4%,50.4%,61.3%,44.6%,59.6%,42.9%
9,Michael Chang [USA],3,6,33.3%,3,2,1,66.7%,1990,1998,7,0.82,5.2%,8.1%,55.4%,69.5%,41.7%,57.1%,35.3%,62.0%,38.5%
9,Yevgeny Kafelnikov [RUS],2,7,22.2%,7,3,4,42.9%,1993,1997,8,0.84,8.8%,7.6%,53.3%,71.0%,48.2%,60.4%,33.1%,66.7%,33.3%
9,Mark Woodforde [AUS],4,5,44.4%,1,1,0,100.0%,1991,1997,9,1.07,6.1%,5.6%,54.9%,71.3%,47.3%,60.5%,42.3%,50.0%,34.1%
9,Sergi Bruguera [ESP],3,6,33.3%,1,0,1,0.0%,1989,1996,6,1.00,3.8%,5.6%,57.2%,68.9%,46.8%,59.5%,40.4%,48.9%,51.1%
9,Stefan Edberg [SWE],5,4,55.6%,3,2,1,66.7%,1992,1996,5,0.98,2.7%,6.5%,66.3%,68.0%,45.0%,60.2%,38.9%,61.9%,32.6%
8,Andre Agassi [USA],1,7,12.5%,1,1,0,100.0%,1990,1998,5,0.81,5.5%,4.8%,62.6%,59.6%,48.2%,55.4%,36.0%,58.5%,39.4%
8,Richard Krajicek [NED],5,3,62.5%,4,1,3,25.0%,1991,1998,8,1.10,2.6%,4.0%,63.7%,70.4%,56.6%,65.4%,38.0%,47.1%,54.9%
8,Marcelo Rios [CHI],4,4,50.0%,3,0,3,0.0%,1995,1998,8,1.00,8.9%,4.8%,59.6%,73.0%,47.5%,62.7%,37.5%,60.7%,40.4%
8,David Prinosil [GER],6,2,75.0%,5,2,3,40.0%,1993,1998,8,1.12,4.7%,6.5%,59.1%,74.3%,47.8%,63.5%,41.1%,69.1%,44.3%
8,Andrei Cherkasov [RUS],4,4,50.0%,3,1,2,33.3%,1989,1992,4,1.09,6.9%,7.7%,56.1%,78.8%,35.8%,59.9%,43.5%,59.4%,46.2%
7,Todd Martin [USA],3,4,42.9%,2,0,2,0.0%,1993,1999,6,0.88,4.4%,6.6%,62.9%,74.1%,42.1%,62.2%,33.3%,63.6%,37.8%
