Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,244,122,122,50.0%,322-321,50.1%,3121-3096,50.2%,48-52,48.0%,234,75.2%,25.3%,4.6%,3.5%,60.2%,68.7%,51.1%,61.7%,39.1%,50.2%,1.02
Clay,332,198,134,59.6%,453-360,55.7%,4010-3634,52.5%,44-50,46.8%,315,72.5%,32.1%,3.4%,3.9%,60.3%,67.1%,49.5%,60.1%,42.2%,51.1%,1.06
Grass,15,4,11,26.7%,22-35,38.6%,269-299,47.4%,3-4,42.9%,15,78.0%,17.6%,6.1%,3.2%,62.2%,68.7%,53.6%,63.0%,35.7%,49.0%,0.96
Carpet,14,4,10,28.6%,11-24,31.4%,150-205,42.3%,5-2,71.4%,10,69.5%,12.1%,4.0%,4.4%,63.0%,65.2%,47.9%,58.8%,31.7%,45.7%,0.77
Grand Slams,88,46,42,52.3%,168-156,51.9%,1593-1546,50.7%,25-19,56.8%,88,75.0%,26.6%,4.2%,3.2%,61.4%,67.7%,51.7%,61.5%,39.9%,50.5%,1.04
Masters,159,72,87,45.3%,163-208,43.9%,1661-1795,48.1%,12-26,31.6%,155,70.5%,25.9%,3.9%,4.4%,59.2%,66.6%,48.5%,59.2%,39.1%,49.1%,0.96
Other Tours,342,199,143,58.2%,449-355,55.8%,4042-3669,52.4%,59-59,50.0%,331,74.8%,30.2%,3.9%,3.7%,60.5%,68.4%,50.5%,61.3%,41.3%,51.3%,1.07
Best of 5,98,50,48,51.0%,182-178,50.6%,1762-1735,50.4%,28-23,54.9%,89,74.9%,26.5%,4.2%,3.2%,61.4%,67.6%,51.7%,61.5%,39.8%,50.5%,1.03
Best of 3,507,278,229,54.8%,626-562,52.7%,5788-5499,51.3%,72-85,45.9%,485,73.5%,28.9%,3.9%,3.9%,60.1%,67.9%,49.9%,60.7%,40.6%,50.6%,1.03
Finals,14,7,7,50.0%,17-17,50.0%,176-174,50.3%,4-5,44.4%,13,79.0%,21.4%,3.8%,3.6%,66.1%,69.9%,48.3%,62.6%,36.9%,50.1%,0.99
Semi-finals,27,12,15,44.4%,26-34,43.3%,262-295,47.0%,4-2,66.7%,27,66.4%,27.0%,2.9%,3.1%,61.8%,62.0%,49.2%,57.1%,39.9%,48.9%,0.93
Quarter-finals,62,27,35,43.5%,65-81,44.5%,689-746,48.0%,13-9,59.1%,60,70.8%,25.3%,3.7%,3.7%,60.0%,66.8%,49.4%,59.9%,39.1%,49.3%,0.97
vs Righties,522,287,235,55.0%,697-633,52.4%,6464-6189,51.1%,85-87,49.4%,493,73.5%,28.6%,4.0%,3.8%,60.3%,67.8%,50.0%,60.7%,40.6%,50.6%,1.03
vs Lefties,83,41,42,49.4%,111-107,50.9%,1086-1045,51.0%,15-21,41.7%,81,75.4%,27.0%,3.8%,3.3%,60.7%,67.9%,51.8%,61.6%,39.6%,50.6%,1.03
vs Top 10,69,17,52,24.6%,55-124,30.7%,747-976,43.4%,12-15,44.4%,65,66.4%,20.7%,3.7%,4.3%,59.1%,64.3%,47.2%,57.3%,36.9%,47.2%,0.86
