Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,25,14,11,56.0%,13,7,6,53.8%,2001,2012,R16,25,1.06,4.3%,2.4%,61.6%,67.1%,52.2%,61.4%,41.0%,58.2%,45.2%
Roland Garros,12,Clay,27,15,12,55.6%,12,8,4,66.7%,2000,2012,QF,27,1.03,3.0%,3.9%,61.7%,65.4%,50.1%,59.5%,41.9%,58.7%,39.8%
Wimbledon,9,Grass,13,4,9,30.8%,7,3,4,42.9%,2000,2012,R64,13,0.99,5.9%,3.0%,63.0%,68.9%,53.7%,63.3%,36.2%,56.9%,35.3%
US Open,10,Hard,23,13,10,56.5%,12,7,5,58.3%,2000,2011,QF,23,1.05,4.4%,3.4%,59.9%,70.5%,52.1%,63.1%,38.6%,62.4%,39.6%
Olympics,2,,3,1,2,33.3%,3,0,3,0.0%,2000,2004,R32,0,,,,,,,,,,
Davis Cup,7,,16,11,5,68.8%,8,4,4,50.0%,2000,2012,,0,,,,,,,,,,
Buenos Aires,12,Clay,31,19,12,61.3%,8,4,4,50.0%,2001,2012,F,31,1.09,3.9%,3.3%,58.8%,67.0%,53.8%,61.6%,41.8%,59.8%,45.5%
Miami Masters,12,Hard,25,13,12,52.0%,8,4,4,50.0%,2001,2012,QF,25,0.98,4.9%,4.6%,55.9%,68.2%,51.2%,60.7%,38.4%,55.8%,46.5%
Indian Wells Masters,12,Hard,24,12,12,50.0%,8,2,6,25.0%,2001,2012,QF,24,1.03,3.8%,3.8%,61.9%,66.0%,51.5%,60.5%,40.8%,59.7%,43.5%
Rome Masters,12,Clay,22,10,12,45.5%,0,0,0,-,2000,2012,QF,22,0.98,2.6%,4.6%,62.8%,64.4%,46.0%,57.6%,41.4%,51.7%,41.7%
Acapulco,11,Clay,29,19,10,65.5%,13,5,8,38.5%,2002,2012,W,29,1.09,4.4%,4.1%,60.6%,70.3%,49.7%,62.2%,41.3%,55.4%,47.0%
Monte Carlo Masters,11,Clay,23,12,11,52.2%,4,2,2,50.0%,2000,2012,QF,23,0.99,3.1%,5.4%,55.0%,65.9%,47.5%,57.6%,42.1%,56.7%,47.8%
Madrid Masters,10,Clay,20,10,10,50.0%,7,2,5,28.6%,2002,2012,QF,14,0.93,3.5%,2.6%,62.7%,67.2%,47.3%,59.8%,37.5%,58.9%,47.2%
