Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,12,2,10,16.7%,9-20,31.0%,122-162,43.0%,3-3,50.0%,12,64.0%,21.4%,2.6%,5.2%,61.1%,62.3%,46.9%,56.3%,37.2%,46.6%,0.85,R16 (2x)
2012,13,4,9,30.8%,7-19,26.9%,91-144,38.7%,2-1,66.7%,13,66.1%,11.1%,4.5%,5.9%,60.3%,64.5%,44.7%,56.6%,32.4%,44.8%,0.75,SF (Quito)
2011,15,4,11,26.7%,11-22,33.3%,137-167,45.1%,0-0,-,15,69.9%,19.6%,3.0%,6.2%,59.4%,65.1%,47.7%,58.0%,35.5%,47.2%,0.85,QF (Medellin)
2010,30,14,16,46.7%,32-34,48.5%,311-325,48.9%,4-3,57.1%,27,72.3%,25.0%,3.8%,6.0%,62.1%,67.7%,46.1%,59.5%,37.7%,48.9%,0.93,F (Salinas)
2009,43,26,17,60.5%,56-39,58.9%,469-419,52.8%,8-1,88.9%,0,,,,,,,,,,,,W (Cancun)
2008,53,37,16,69.8%,78-38,67.2%,620-481,56.3%,5-4,55.6%,0,,,,,,,,,,,,W (2x)
2007,4,3,1,75.0%,7-2,77.8%,49-38,56.3%,1-0,100.0%,0,,,,,,,,,,,,SF (Sunrise)
2003,15,12,3,80.0%,24-8,75.0%,173-134,56.4%,5-0,100.0%,0,,,,,,,,,,,,W (Szczecin)
2001,4,1,3,25.0%,3-4,42.9%,30-33,47.6%,0-0,-,0,,,,,,,,,,,,R16 (Venice)
2000,9,5,4,55.6%,10-9,52.6%,95-99,49.0%,3-1,75.0%,0,,,,,,,,,,,,QF (2x)
1998,19,12,7,63.2%,23-19,54.8%,201-181,52.6%,6-0,100.0%,0,,,,,,,,,,,,W (Quito)
1997,8,3,5,37.5%,6-8,42.9%,57-63,47.5%,0-1,0.0%,0,,,,,,,,,,,,R16 (3x)
1995,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Santiago)
Career,226,123,103,54.4%,266-224,54.3%,2361-2258,51.1%,37-14,72.5%,67,69.1%,20.8%,3.5%,5.9%,61.0%,65.6%,46.4%,58.1%,36.3%,47.4%,0.87,
