Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2009 US Open R128,L vs Gonzalez,55.0%,54.5%,10.0%,5/3,2.31,16.4%,45.2%,57.9%,9.5%,2.38,22.7%,69.4%,52.0%,11.1%,2.21,6.9%
2007 Hamburg R64,L vs Safin,74.7%,44.6%,6.7%,2/3,2.20,14.8%,65.2%,43.3%,8.7%,2.11,19.5%,92.9%,46.2%,3.6%,2.40,5.0%
2007 Davis Cup World Group R1 RR,L vs Safin,70.1%,44.3%,9.2%,1/7,2.07,2.2%,62.7%,43.8%,5.9%,2.02,3.3%,85.3%,44.8%,14.7%,2.17,0.0%
2007 Australian Open R128,L vs Djokovic,57.6%,41.2%,11.9%,4/3,2.65,0.0%,55.0%,31.8%,12.5%,2.52,0.0%,66.7%,58.3%,11.1%,2.77,0.0%
2006 Amersfoort F,L vs Djokovic,61.8%,52.4%,2.9%,0/2,2.07,3.8%,55.6%,45.0%,0.0%,2.00,5.3%,75.9%,59.1%,6.9%,2.10,2.9%
2006 Roland Garros R32,L vs Federer,66.1%,37.8%,1.8%,0/2,2.23,9.7%,65.6%,40.0%,1.6%,2.15,4.3%,89.5%,35.3%,2.6%,2.38,20.0%
2004 Olympics F,W vs Fish,63.8%,52.6%,11.4%,5/12,2.34,2.7%,53.3%,55.0%,10.7%,2.42,5.1%,84.6%,50.9%,13.8%,2.24,0.0%
2004 Kitzbuhel F,W vs Gaudio,82.7%,53.7%,6.2%,1/4,2.01,8.7%,79.2%,55.3%,2.1%,2.00,17.1%,90.6%,51.7%,12.5%,2.01,0.0%
2003 Madrid F,L vs Ferrero,63.5%,48.1%,7.1%,5/1,2.02,3.0%,52.9%,44.4%,7.8%,2.01,5.1%,81.8%,51.9%,6.1%,2.02,0.0%
2003 Madrid SF,W vs El Aynaoui,72.5%,44.0%,0.0%,0/0,2.17,76.9%,67.4%,38.7%,0.0%,2.06,85.7%,90.5%,52.6%,0.0%,2.65,40.0%
2003 Kitzbuhel F,L vs Coria,64.2%,32.6%,4.5%,1/2,1.99,9.4%,58.7%,40.7%,2.2%,2.05,16.2%,84.2%,18.8%,10.5%,1.91,0.0%
2000 US Open R128,L vs Rios,62.0%,44.0%,7.4%,4/5,2.43,2.1%,57.4%,42.9%,4.9%,2.20,4.9%,85.1%,45.0%,12.8%,2.57,0.0%
2000 Orlando F,L vs Gonzalez,48.2%,40.7%,7.1%,3/1,1.90,46.3%,34.5%,40.0%,13.8%,1.80,73.1%,89.5%,41.2%,0.0%,2.07,0.0%
Career (13 matches),,65.1%,46.0%,6.9%,40.8%,2.20,12.8%,58.7%,45.0%,6.0%,2.15,19.8%,83.8%,47.0%,9.1%,2.27,3.5%
