Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2013 Manta CH R32,L vs Gonzalez,67% (4/6),100% (1/1),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2013 Ostrava CH R32,L vs Dzumhur,29% (2/7),- (0/0),0/0,0/0,29% (2/7),3/5,3/4,- (0/0),- (0/0)
2013 Savannah CH R32,W vs Molchanov,52% (11/21),29% (7/24),2/5,1/3,50% (6/12),8/9,5/5,55% (6/11),50% (6/12)
2013 Guadalajara CH R32,L vs Gojowczyk,70% (7/10),0% (0/3),0/0,0/0,78% (7/9),2/4,0/1,- (0/0),- (0/0)
2013 USA F7 R32,L vs Klein,38% (8/21),42% (5/12),1/3,0/0,30% (3/10),6/8,5/6,- (0/0),- (0/0)
2013 Santiago CH R32,L vs Trungelliti,61% (11/18),25% (2/8),1/2,0/0,17% (1/6),0/2,0/1,71% (5/7),43% (3/7)
2013 Santiago R32,L vs Montanes,50% (11/22),33% (2/6),1/1,0/0,71% (10/14),1/3,0/1,57% (4/7),57% (4/7)
2013 Bucaramanga CH R16,L vs Delbonis,82% (9/11),36% (4/11),1/1,0/0,29% (2/7),2/4,2/3,40% (2/5),33% (2/6)
2013 Bucaramanga CH R32,W vs Velotti,89% (8/9),40% (4/10),2/3,1/2,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2012 Villa Allende CH R32,L vs Zeballos,50% (4/8),0% (0/4),0/0,0/0,33% (2/6),2/4,0/1,- (0/0),- (0/0)
2012 Quito CH SF,L vs Souza,100% (4/4),50% (1/2),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2012 Quito CH QF,W vs Schwank,69% (9/13),75% (3/4),2/3,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2012 Quito CH R16,W vs Zivkovic,67% (10/15),33% (2/6),2/4,1/3,75% (3/4),0/0,0/0,80% (4/5),60% (3/5)
2012 Quito CH R32,W vs Reyes Varela,75% (9/12),33% (3/9),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2012 Como CH R32,L vs Lammer,71% (5/7),0% (0/2),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2012 Cordenons CH R32,L vs Hanescu,53% (10/19),- (0/0),0/0,0/0,91% (10/11),9/11,1/2,60% (3/5),0% (0/5)
2012 San Marino CH R16,L vs Bolelli,40% (2/5),- (0/0),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2012 Santiago R32,L vs Delbonis,100% (3/3),- (0/0),0/0,0/0,58% (7/12),1/3,1/2,- (0/0),- (0/0)
2011 Montevideo CH R32,L vs Kuznetsov,67% (6/9),40% (2/5),0/0,0/0,56% (5/9),1/3,0/1,- (0/0),- (0/0)
2011 Medellin CH R32,W vs Escobar,58% (7/12),71% (5/7),2/4,1/3,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2013 (9 matches),,56.8%,33.3%,53.3%,40.0%,48.7%,59.5%,68.2%,56.7%,46.9%
2012 (9 matches),,65.1%,33.3%,66.7%,50.0%,59.3%,50.0%,25.0%,70.0%,30.0%
2011 (3 matches),,69.7%,34.6%,60.0%,33.3%,69.2%,42.9%,33.3%,-,-
2009 (1 matches),,38.9%,50.0%,-,-,64.7%,40.0%,50.0%,-,-
2007 (3 matches),,75.0%,22.2%,0.0%,-,40.0%,38.5%,40.0%,75.0%,12.5%
Career (30 matches),,60.7%,34.5%,57.1%,52.9%,55.9%,51.0%,53.3%,62.3%,41.8%
