Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,12,3,9,25.0%,4,2,2,50.0%,2001,2011,R64,12,0.82,5.0%,4.7%,58.9%,67.9%,46.0%,58.9%,33.8%,56.7%,27.8%
Roland Garros,9,Clay,17,8,9,47.1%,4,3,1,75.0%,2000,2010,R32,17,0.91,4.7%,3.4%,60.7%,65.8%,48.1%,58.9%,37.3%,62.1%,42.6%
Wimbledon,9,Grass,13,4,9,30.8%,12,2,10,16.7%,2000,2010,R32,13,0.90,8.3%,4.2%,59.1%,72.7%,50.7%,63.7%,32.6%,68.1%,33.3%
US Open,9,Hard,19,10,9,52.6%,14,8,6,57.1%,2000,2009,R16,18,0.99,5.7%,4.1%,57.4%,69.5%,50.6%,61.4%,38.2%,65.2%,50.6%
Olympics,3,,10,8,2,80.0%,6,3,3,50.0%,2000,2008,W,2,0.98,7.3%,4.8%,64.5%,67.5%,54.5%,62.9%,36.2%,54.5%,50.0%
Davis Cup,14,,35,23,12,65.7%,17,9,8,52.9%,1996,2011,,0,,,,,,,,,,
Kitzbuhel,9,Clay,29,21,8,72.4%,15,10,5,66.7%,2000,2009,W,29,1.05,4.9%,4.6%,55.5%,69.8%,51.9%,61.9%,40.2%,68.1%,39.1%
Miami Masters,9,Hard,19,10,9,52.6%,8,4,4,50.0%,2000,2011,R32,19,0.96,6.1%,4.6%,60.7%,70.0%,46.8%,60.9%,37.4%,58.9%,41.8%
Vina del Mar,8,Clay,21,13,8,61.9%,8,5,3,62.5%,2001,2009,F,16,1.08,6.5%,2.9%,60.3%,70.0%,55.0%,64.1%,38.8%,61.0%,41.7%
Acapulco,8,Clay,17,9,8,52.9%,5,4,1,80.0%,2001,2010,QF,17,1.06,6.4%,3.6%,58.2%,68.8%,54.8%,62.9%,39.2%,60.2%,43.3%
Buenos Aires,8,Clay,15,8,7,53.3%,5,4,1,80.0%,2001,2010,W,15,0.99,5.2%,2.8%,56.6%,68.9%,50.8%,61.1%,38.6%,56.0%,53.3%
Costa Do Sauipe,7,Clay,13,7,6,53.8%,5,3,2,60.0%,2001,2010,W,13,0.98,4.4%,3.8%,57.9%,66.7%,48.5%,59.0%,40.1%,63.0%,54.8%
