Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2009 US Open R128,L vs Gonzalez,19,43,0.4,10.4%,23.5%,13,37,0.4,8.3%,23.7%,7.1%,1.3%,1.1,23.0%,20.2%
2007 Hamburg Masters R64,L vs Safin,14,36,0.4,9.3%,23.8%,14,33,0.4,9.9%,23.2%,7.7%,2.1%,0.7,15.2%,21.9%
2007 Davis Cup RR,L vs Safin,25,30,0.8,16.6%,19.9%,19,28,0.7,13.7%,20.1%,10.1%,0.7%,1.6,19.9%,12.6%
2007 Australian Open R128,L vs Djokovic,11,25,0.4,8.6%,19.5%,10,21,0.5,8.5%,17.9%,6.8%,0.9%,2.4,31.3%,13.3%
2006 Madrid Masters R32,L vs Federer,22,38,0.6,10.7%,18.5%,19,34,0.6,10.0%,17.9%,6.8%,1.6%,1.0,19.0%,19.5%
2006 Amersfoort F,L vs Djokovic,26,24,1.1,18.6%,17.1%,16,21,0.8,13.7%,17.9%,11.1%,2.6%,0.8,15.7%,20.7%
2004 Athens Olympics F,W vs Fish,34,32,1.1,11.2%,10.5%,24,26,0.9,9.3%,10.1%,6.6%,2.7%,0.9,19.7%,23.0%
2004 Kitzbuhel F,W vs Gaudio,27,31,0.9,16.3%,18.7%,24,28,0.9,15.3%,17.8%,13.4%,1.9%,0.4,10.2%,25.9%
2003 Madrid Masters F,L vs Ferrero,19,39,0.5,11.6%,23.8%,12,38,0.3,8.3%,26.4%,4.9%,3.5%,0.8,15.9%,18.9%
2003 Madrid Masters SF,W vs El Aynaoui,20,10,2.0,15.2%,7.6%,18,8,2.3,14.8%,6.6%,9.8%,4.1%,0.8,18.2%,23.5%
2003 Kitzbuhel F,L vs Coria,23,41,0.6,14.6%,26.1%,18,32,0.6,13.3%,23.7%,8.9%,4.4%,2.2,16.6%,7.6%
2000 US Open R128,L vs Rios,26,35,0.7,11.2%,15.0%,22,32,0.7,10.0%,14.5%,7.7%,0.9%,0.8,18.5%,22.7%
2000 Orlando F,L vs Gonzalez,17,19,0.9,15.0%,16.8%,12,16,0.8,13.3%,17.8%,7.8%,5.6%,1.5,23.9%,15.9%
Career (13 matches),,283,403,0.7,12.7%,18.1%,221,354,0.6,11.1%,17.8%,8.2%,2.3%,1.0,18.8%,19.4%
