Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,4,2,2,50.0%,4-5,44.4%,44-40,52.4%,0-1,0.0%,4,61.0%,45.2%,1.0%,4.2%,62.7%,59.4%,42.1%,52.9%,47.8%,50.5%,1.02,QF (W15 Wanferc̩e-Baulet)
2024,11,3,8,27.3%,9-17,34.6%,113-129,46.7%,0-4,0.0%,0,,,,,,,,,,,,QF (W15 Brezice)
2023,8,2,6,25.0%,5-12,29.4%,66-89,42.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
2022,16,7,9,43.8%,16-21,43.2%,170-187,47.6%,3-3,50.0%,0,,,,,,,,,,,,QF (2x)
2021,21,10,11,47.6%,24-21,53.3%,216-206,51.2%,3-1,75.0%,1,25.0%,14.3%,0.0%,1.7%,55.9%,51.5%,30.8%,42.4%,29.7%,37.5%,0.52,F (W60 Amstelveen)
2020,2,1,1,50.0%,2-2,50.0%,21-19,52.5%,0-0,-,0,,,,,,,,,,,,R16 (W15 Ortisei)
2019,30,12,18,40.0%,27-38,41.5%,288-302,48.8%,3-6,33.3%,0,,,,,,,,,,,,QF (3x)
2018,21,8,13,38.1%,20-27,42.6%,204-208,49.5%,0-5,0.0%,0,,,,,,,,,,,,QF (2x)
2017,46,24,22,52.2%,57-46,55.3%,478-428,52.8%,5-2,71.4%,0,,,,,,,,,,,,W (Antalya $15K)
2016,46,20,26,43.5%,43-55,43.9%,429-424,50.3%,1-5,16.7%,0,,,,,,,,,,,,QF (5x)
2015,27,10,17,37.0%,22-33,40.0%,233-252,48.0%,1-1,50.0%,0,,,,,,,,,,,,QF (Heraklion $10K)
2014,16,6,10,37.5%,16-19,45.7%,158-153,50.8%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
2013,12,3,9,25.0%,9-19,32.1%,119-152,43.9%,0-1,0.0%,0,,,,,,,,,,,,R16 (3x)
2012,4,2,2,50.0%,5-5,50.0%,47-51,48.0%,2-0,100.0%,0,,,,,,,,,,,,QF (Horb 10K)
Career,264,110,154,41.7%,259-320,44.7%,2586-2640,49.5%,18-31,36.7%,5,55.1%,40.8%,0.8%,3.8%,61.6%,58.2%,40.0%,51.2%,45.7%,48.7%,0.94,
