Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2000,15,1435,20,1981,19,1919,16,1908,8,1893,,,,
1999,9,1977,12,2052,12,1972,13,1969,8,1913,,,,
1998,22,1200,26,1969,23,1890,24,1881,18,1813,,,,
1996,20,1111,39,1905,28,1853,19,1928,,,,,,
1995,50,30,26,1930,31,1822,18,1935,43,1690,,,,
1994,21,67,17,2008,27,1879,13,1976,30,1747,,,,
1993,29,48,30,1942,28,1865,25,1871,31,1738,,,,
1992,27,39,32,1915,41,1768,22,1899,30,1740,,,,
1991,20,44,22,1933,21,1841,20,1877,41,1681,,,,
1990,41,24,41,1827,32,1766,36,1774,77,1605,,,,
1989,118,10,69,1766,67,1669,72,1676,79,1567,,,,
1988,75,10,68,1729,60,1659,45,1716,90,1545,,,,
1987,62,13,29,1865,43,1705,23,1810,,,,,,
