Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Brussels R16,W vs Comesana,1.14,1.15,95.5,3.2,13.5%,73.1%,2.2%,65.2%,31.0%,30.9%
2025 Davis Cup RR,W vs De Minaur,1.20,1.22,80.3,2.8,1.3%,54.5%,5.3%,53.3%,49.0%,44.4%
2025 US Open R64,W vs Ruud,1.30,1.13,49.4,5.6,11.6%,60.5%,10.7%,57.3%,29.3%,43.1%
2024 Bratislava 2 CH QF,W vs Diallo,1.20,1.22,66.8,14.2,0.0%,62.7%,4.3%,76.6%,30.2%,32.0%
2024 Davis Cup RR,L vs Van De Zandschulp,0.76,0.83,65.5,3.8,0.0%,71.1%,10.8%,73.0%,30.2%,31.6%
2023 Roland Garros Q1,L vs Vukic,0.83,0.89,72.6,2.4,6.5%,65.2%,5.0%,65.0%,44.9%,28.6%
2025 (3 matches),,1.24,1.14,72.2,3.5,8.4%,61.4%,6.6%,57.7%,35.2%,39.4%
2024 (2 matches),,1.01,1.06,66.2,6.0,0.0%,66.3%,7.1%,75.0%,30.2%,31.8%
2023 (1 matches),,0.83,0.89,72.6,2.4,6.5%,65.2%,5.0%,65.0%,44.9%,28.6%
Career (6 matches),,1.12,1.07,70.6,3.8,6.0%,63.1%,6.6%,63.1%,35.2%,35.6%
