Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2025,2026,R128,2,0.83,6.5%,5.4%,52.7%,69.4%,47.7%,59.1%,33.9%,50.0%,19.0%
Roland Garros,1,Clay,1,0,1,0.0%,0,0,0,-,2023,2023,Q1,1,1.07,5.8%,7.0%,52.3%,82.2%,46.3%,65.1%,37.4%,60.0%,37.5%
Wimbledon,2,Grass,3,1,2,33.3%,1,1,0,100.0%,2023,2025,R128,3,0.77,10.0%,5.6%,66.0%,72.1%,48.2%,64.0%,27.7%,57.1%,33.3%
US Open,1,Hard,3,2,1,66.7%,0,0,0,-,2025,2025,R32,3,0.91,9.5%,9.7%,58.9%,71.6%,42.8%,59.7%,36.5%,63.9%,40.6%
Davis Cup,3,,8,5,3,62.5%,3,1,2,33.3%,2024,2026,,2,0.97,5.5%,6.7%,71.5%,74.6%,59.6%,70.3%,28.9%,77.8%,16.7%
