Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Brussels R16,W vs Comesana,0.0%,-,13.7%,79.3%,12.3%,12.0%,0.0%,11.8%,38.5%,0.0%,-,-41,-18
2025 Davis Cup Qualifiers RR,W vs De Minaur,0.0%,-,15.4%,81.6%,10.1%,21.5%,0.0%,11.9%,20.5%,0.2%,0.0%,-10,-12
2025 US Open R64,W vs Ruud,3.5%,80.0%,11.0%,66.7%,12.2%,18.0%,7.1%,8.5%,25.8%,0.2%,0.0%,-2,27
2024 Bratislava 2 CH QF,W vs Diallo,0.0%,-,3.5%,71.4%,15.8%,22.6%,25.0%,3.5%,8.3%,0.0%,-,-121,-91
2024 Davis Cup World Group RR,L vs Van De Zandschulp,0.0%,-,17.3%,70.4%,11.4%,11.6%,10.0%,3.0%,10.0%,0.3%,0.0%,-74,-43
2024 Luedenscheid F,W vs Van De Zandschulp,3.6%,33.3%,13.1%,54.2%,8.2%,7.0%,22.2%,2.1%,14.3%,0.0%,-,-124,-105
2023 Roland Garros Q1,L vs Vukic,0.0%,-,7.3%,92.3%,12.6%,17.1%,23.1%,9.0%,42.9%,0.3%,100.0%,-89,-66
Career (7 matches),,1.1%,62.5%,11.6%,73.1%,11.4%,15.5%,9.9%,7.8%,22.6%,0.1%,25.0%,-60,-39
