Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
1996 Paris R16,W vs Wibier,0.96,1.42,50.6,9.5,9.5%,81.0%,5.6%,61.1%,37.3%,46.8%
1996 Vienna R16,W vs Muster,1.11,1.18,68.6,2.8,10.7%,73.2%,6.0%,68.0%,30.9%,31.1%
1996 Cincinnati R64,W vs Pescosolido,1.09,1.96,34.5,2.1,0.0%,58.3%,17.4%,82.6%,55.2%,51.9%
1996 Wimbledon R128,W vs Forget,1.01,1.32,43.2,2.3,10.9%,70.3%,10.7%,69.6%,44.4%,34.3%
1996 Queen's Club F,L vs Becker,0.83,0.72,50.5,2.2,3.0%,54.5%,0.0%,75.9%,25.6%,36.1%
1996 Monte Carlo R64,W vs Corretja,1.00,1.22,70.0,3.2,2.3%,58.1%,2.4%,68.3%,56.0%,34.0%
1996 Indian Wells R64,W vs Novak,0.97,5.68,35.2,2.2,5.9%,88.2%,14.3%,92.9%,51.9%,62.5%
1996 Doha R32,L vs Becker,0.96,0.61,45.5,2.1,5.7%,65.7%,6.3%,43.8%,25.8%,31.0%
1995 Stockholm R16,W vs Washington,1.14,1.40,51.7,2.2,7.1%,69.0%,8.3%,58.3%,35.7%,54.3%
1995 Essen R32,L vs Sampras,0.78,0.56,33.2,2.8,3.7%,59.3%,0.0%,43.5%,37.5%,31.0%
1995 Basel QF,L vs Becker,0.76,0.82,51.8,2.5,10.3%,76.9%,3.0%,63.6%,33.3%,30.0%
1995 US Open R32,L vs Agassi,0.75,0.59,27.6,2.1,7.5%,57.5%,8.1%,45.9%,35.6%,39.5%
1995 Washington F,L vs Agassi,0.85,0.84,65.9,2.1,7.7%,57.7%,4.1%,59.2%,36.0%,46.9%
1995 Washington SF,W vs Rafter,1.04,1.27,52.0,2.1,3.8%,61.5%,2.0%,73.5%,40.4%,39.6%
1995 Rome R16,W vs Borroni,1.37,2.30,30.6,2.1,4.2%,62.5%,0.0%,69.6%,59.1%,55.0%
1995 Indian Wells SF,L vs Sampras,0.85,0.82,60.0,5.0,6.4%,66.0%,7.1%,59.5%,37.5%,33.3%
1995 Australian Open R16,L vs Krickstein,0.86,0.91,59.6,38.0,8.2%,62.9%,5.6%,62.9%,40.4%,37.5%
1995 Australian Open R128,W vs Philippoussis,1.04,1.40,43.2,5.5,3.1%,70.8%,5.1%,78.0%,28.4%,42.1%
1995 Doha F,W vs Larsson,1.20,1.89,39.6,2.3,5.9%,76.5%,10.0%,73.3%,39.5%,39.4%
1994 Tour Finals RR,L vs Becker,0.88,0.85,68.8,5.7,1.9%,73.6%,8.2%,51.0%,30.9%,41.7%
1996 (8 matches),,0.99,1.25,51.9,2.6,7.0%,68.5%,7.1%,68.0%,40.7%,39.1%
1995 (11 matches),,0.94,1.03,49.6,2.8,6.4%,65.3%,5.1%,63.6%,37.4%,40.0%
1994 (14 matches),,1.00,0.96,51.9,3.0,3.3%,62.1%,4.1%,63.8%,36.6%,34.8%
1993 (13 matches),,1.02,0.95,54.0,2.9,4.4%,65.9%,4.8%,62.3%,34.3%,32.7%
1992 (15 matches),,1.01,1.06,54.1,3.5,4.3%,64.6%,3.0%,63.2%,37.9%,37.4%
Career (121 matches),,1.04,1.13,47.6,2.8,4.4%,65.3%,3.5%,63.8%,37.9%,39.0%
