Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
1996 Paris R16,W vs Wibier,50% (7/14),57% (4/7),1/2,14% (2/14),0% (0/2),2/2,0/0,1/1,0/0,0/0
1996 Vienna R16,W vs Muster,24% (4/17),50% (2/4),0/0,12% (2/17),100% (2/2),1/1,1/1,2/2,0/0,0/0
1996 Cincinnati R64,W vs Pescosolido,63% (5/8),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,0/0,0/0
1996 Wimbledon R128,W vs Forget,45% (9/20),56% (5/9),0/1,25% (5/20),60% (3/5),4/5,2/2,1/2,1/1,0/0
1996 Queen's Club F,L vs Becker,36% (4/11),25% (1/4),1/2,18% (2/11),0% (0/2),0/0,0/0,1/1,0/0,0/0
1996 Monte Carlo R64,W vs Corretja,70% (7/10),57% (4/7),1/3,36% (4/11),25% (1/4),3/4,1/1,2/2,1/1,0/0
1996 Indian Wells R64,W vs Novak,88% (7/8),71% (5/7),0/0,0% (0/7),- (0/0),3/3,0/0,0/0,0/0,0/0
1996 Doha R32,L vs Becker,10% (1/10),100% (1/1),1/4,50% (5/10),20% (1/5),1/1,0/0,0/0,0/0,0/0
1995 Stockholm R16,W vs Washington,50% (7/14),100% (7/7),2/2,31% (4/13),50% (2/4),5/5,1/1,0/0,1/1,0/0
1995 Essen R32,L vs Sampras,22% (2/9),50% (1/2),0/4,63% (5/8),20% (1/5),1/1,0/0,2/2,0/0,1/1
1995 Basel QF,L vs Becker,21% (3/14),33% (1/3),0/2,14% (2/14),0% (0/2),1/1,1/1,2/2,0/0,1/1
1995 US Open R32,L vs Agassi,46% (6/13),33% (2/6),0/6,54% (7/13),0% (0/7),2/2,0/0,3/4,0/0,1/1
1995 Washington F,L vs Agassi,33% (5/15),80% (4/5),0/2,47% (7/15),43% (3/7),3/4,1/1,3/5,0/0,2/3
1995 Washington SF,W vs Rafter,44% (7/16),57% (4/7),1/1,31% (5/16),60% (3/5),4/4,2/3,1/2,1/1,0/0
1995 Rome R16,W vs Borroni,71% (5/7),100% (5/5),0/0,14% (1/7),100% (1/1),5/5,2/2,0/0,1/1,0/0
1995 Indian Wells SF,L vs Sampras,33% (5/15),60% (3/5),0/4,36% (5/14),20% (1/5),2/3,1/2,1/1,0/0,0/0
1995 Australian Open R16,L vs Krickstein,32% (9/28),67% (6/9),1/6,39% (11/28),36% (4/11),4/5,0/2,3/4,0/1,0/1
1995 Australian Open R128,W vs Philippoussis,19% (4/21),75% (3/4),0/2,18% (4/22),50% (2/4),2/2,1/1,3/3,0/0,0/0
1995 Doha F,W vs Larsson,33% (3/9),67% (2/3),0/0,10% (1/10),100% (1/1),2/2,1/1,2/2,1/1,0/0
1994 Tour Finals RR,L vs Becker,24% (4/17),75% (3/4),1/5,29% (5/17),0% (0/5),2/3,0/0,4/4,0/0,0/0
1996 (8 matches),,44.9%,61.4%,33.3%,21.6%,38.1%,90.0%,100.0%,87.5%,100.0%,-
1995 (11 matches),,34.8%,67.9%,13.8%,32.5%,34.6%,91.2%,71.4%,80.0%,80.0%,71.4%
1994 (14 matches),,28.2%,72.9%,20.0%,32.5%,36.8%,77.8%,75.0%,90.3%,100.0%,88.9%
1993 (13 matches),,27.8%,61.1%,24.1%,26.6%,33.3%,82.1%,100.0%,78.3%,100.0%,75.0%
1992 (15 matches),,31.8%,66.3%,19.6%,31.7%,41.0%,77.1%,87.5%,90.3%,100.0%,83.3%
Career (121 matches),,35.4%,69.6%,24.2%,28.7%,36.2%,83.1%,83.8%,84.2%,88.0%,82.6%
