Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1996 Paris R16,W vs Wibier,60.2%,62.7%,9.2%,4/5,1.75,13.5%,62.1%,58.5%,9.1%,1.60,20.0%,66.7%,72.2%,11.1%,1.95,4.5%
1996 Stuttgart R64,W vs Henman,54.2%,62.5%,6.8%,2/2,1.58,4.0%,50.0%,72.7%,18.2%,1.58,5.0%,80.8%,57.1%,0.0%,1.60,0.0%
1996 Vienna R16,W vs Muster,79.0%,38.0%,7.0%,3/4,1.45,11.9%,71.7%,32.6%,6.7%,1.41,14.3%,92.3%,44.4%,7.7%,1.50,8.0%
1996 US Open QF,L vs Ivanisevic,55.8%,54.0%,8.0%,6/3,1.79,3.9%,39.7%,52.2%,10.3%,1.81,4.5%,88.9%,55.0%,6.7%,1.76,3.0%
1996 US Open R16,W vs Henman,70.1%,46.3%,7.8%,2/10,1.70,19.0%,60.9%,47.6%,8.7%,1.58,17.8%,86.8%,45.5%,7.9%,1.83,20.5%
1996 US Open R32,W vs Haarhuis,77.8%,44.3%,3.3%,0/3,1.62,1.7%,72.3%,50.0%,4.3%,1.46,3.0%,97.3%,38.9%,2.7%,1.85,0.0%
1996 Cincinnati R64,W vs Pescosolido,58.9%,63.6%,8.9%,2/3,1.56,15.4%,63.6%,64.3%,13.6%,1.38,23.1%,76.0%,63.2%,8.0%,1.73,7.7%
1996 Stuttgart Outdoor R16,L vs Volkov,59.0%,50.0%,7.7%,3/3,1.64,6.3%,70.0%,42.9%,16.7%,1.41,10.7%,80.6%,56.0%,3.2%,1.95,0.0%
1996 Wimbledon R128,W vs Forget,58.5%,56.6%,12.0%,8/9,1.75,7.8%,60.9%,52.8%,6.9%,1.46,7.5%,65.2%,63.3%,23.9%,2.10,8.3%
1996 Queens Club F,L vs Becker,60.0%,40.0%,9.3%,3/4,1.76,8.3%,48.7%,26.3%,7.7%,1.64,13.6%,83.9%,50.0%,12.9%,1.96,0.0%
1996 Roland Garros R32,W vs Chang,56.1%,40.6%,7.9%,7/2,1.69,9.4%,72.1%,35.5%,18.6%,1.52,15.6%,86.8%,45.5%,2.6%,1.95,0.0%
1996 Roland Garros R128,W vs Alami,56.4%,47.7%,7.7%,4/2,1.37,13.5%,70.7%,41.4%,9.8%,1.26,20.0%,75.0%,60.0%,10.0%,1.59,0.0%
1996 Monte Carlo R64,W vs Corretja,79.4%,49.4%,15.5%,4/11,1.61,3.7%,84.5%,50.0%,16.9%,1.55,2.6%,85.0%,47.1%,15.0%,1.77,6.7%
1996 Miami R16,L vs Boetsch,69.4%,48.5%,5.1%,2/3,1.59,10.6%,73.5%,41.7%,10.2%,1.42,16.7%,80.0%,56.3%,0.0%,1.76,4.3%
1996 Indian Wells R64,W vs Novak,86.3%,63.6%,2.0%,1/0,1.91,0.0%,85.7%,63.3%,2.9%,1.60,0.0%,93.3%,64.3%,0.0%,2.05,0.0%
1996 Doha R32,L vs Becker,58.3%,40.0%,10.0%,3/3,1.70,16.7%,51.4%,22.2%,11.4%,1.45,20.0%,77.3%,58.8%,9.1%,1.93,13.6%
1995 Stockholm R16,W vs Washington,71.4%,58.2%,15.6%,5/7,1.64,3.6%,65.8%,60.0%,15.8%,1.68,6.7%,81.1%,56.7%,16.2%,1.60,0.0%
1995 Essen R32,L vs Sampras,54.1%,48.5%,11.5%,3/4,1.53,14.7%,44.7%,29.4%,13.2%,1.44,19.2%,88.9%,68.8%,11.1%,1.81,0.0%
1995 Basel QF,L vs Becker,54.5%,47.9%,9.1%,5/3,1.70,11.1%,47.1%,50.0%,3.9%,1.68,20.0%,77.4%,45.8%,19.4%,1.72,0.0%
1995 US Open R32,L vs Agassi,62.5%,56.4%,15.9%,6/8,1.73,2.0%,50.0%,64.0%,12.0%,1.52,0.0%,83.3%,50.0%,22.2%,1.89,3.6%
Career (190 matches),,66.5%,50.1%,12.1%,38.1%,1.58,13.0%,65.9%,46.5%,12.4%,1.51,14.7%,80.9%,55.1%,14.1%,1.70,10.3%
