Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
1996 Paris R16,W vs Wibier,33.3%,52.6%,57.7%,40.6%,33.3%,53.3%,53.3%,46.0%,45.0%,28.0%,100.0%,33.3%,51.5%,63.6%,-79
1996 Stuttgart R64,W vs Henman,41.8%,52.7%,48.0%,48.4%,42.9%,60.0%,45.0%,53.1%,28.6%,52.4%,100.0%,61.5%,61.5%,60.0%,205
1996 Vienna R16,W vs Muster,33.0%,59.4%,59.7%,45.5%,40.0%,65.7%,64.3%,58.9%,52.9%,50.0%,50.0%,21.9%,53.1%,52.0%,89
1996 US Open QF,L vs Ivanisevic,24.6%,40.2%,51.9%,32.9%,31.3%,50.7%,54.3%,46.4%,48.5%,29.4%,25.0%,20.9%,34.9%,50.0%,65
1996 US Open R16,W vs Henman,33.6%,46.6%,53.6%,40.0%,48.3%,64.4%,57.8%,59.1%,35.3%,60.4%,60.0%,15.2%,26.1%,48.7%,-16
1996 US Open R32,W vs Haarhuis,31.6%,49.5%,57.4%,42.0%,39.7%,65.5%,57.1%,56.7%,46.2%,78.1%,100.0%,21.2%,27.3%,57.7%,-35
1996 Cincinnati R64,W vs Pescosolido,44.7%,61.7%,46.2%,51.3%,56.7%,73.3%,53.8%,67.0%,15.4%,52.9%,50.0%,23.5%,41.2%,38.5%,-79
1996 Stuttgart Outdoor R16,L vs Volkov,23.8%,36.9%,47.9%,29.5%,37.8%,51.1%,39.3%,48.4%,26.3%,73.1%,80.0%,13.0%,34.8%,60.0%,4
1996 Wimbledon R128,W vs Forget,41.7%,59.2%,53.1%,51.9%,46.7%,66.7%,60.0%,63.1%,47.2%,35.9%,25.0%,38.5%,53.8%,41.7%,123
1996 Queens Club F,L vs Becker,35.5%,56.5%,50.0%,44.0%,40.5%,59.5%,50.0%,54.9%,28.6%,82.6%,100.0%,33.3%,61.9%,50.0%,163
1996 Roland Garros R32,W vs Chang,24.8%,38.5%,57.4%,32.6%,38.9%,59.3%,60.6%,54.6%,16.0%,51.7%,50.0%,22.2%,37.0%,52.4%,-25
1996 Roland Garros R128,W vs Alami,17.1%,34.1%,61.5%,28.9%,22.2%,46.7%,68.6%,43.8%,5.3%,57.7%,100.0%,19.0%,33.3%,47.1%,53
1996 Monte Carlo R64,W vs Corretja,28.6%,52.4%,52.7%,39.5%,33.3%,60.0%,52.5%,48.7%,19.2%,91.2%,100.0%,21.1%,42.1%,53.3%,65
1996 Miami R16,L vs Boetsch,28.2%,42.3%,53.2%,34.0%,31.4%,40.0%,45.8%,44.3%,23.5%,66.7%,100.0%,32.4%,55.9%,60.9%,163
1996 Indian Wells R64,W vs Novak,48.4%,51.6%,81.3%,54.2%,66.7%,66.7%,80.0%,78.7%,66.7%,44.4%,-,31.3%,37.5%,81.8%,-79
1996 Doha R32,L vs Becker,28.4%,46.3%,42.9%,33.9%,37.5%,53.1%,40.0%,49.1%,35.7%,50.0%,75.0%,24.1%,48.3%,45.5%,102
1995 Stockholm R16,W vs Washington,20.5%,41.0%,59.6%,30.8%,26.2%,50.0%,58.1%,45.2%,38.9%,41.7%,100.0%,16.1%,35.5%,61.5%,35
1995 Essen R32,L vs Sampras,26.0%,42.0%,37.1%,35.2%,32.5%,52.5%,40.7%,44.0%,26.3%,47.6%,66.7%,0.0%,0.0%,22.2%,-118
1995 Basel QF,L vs Becker,45.8%,59.7%,47.4%,54.6%,51.1%,71.1%,54.5%,65.1%,12.5%,34.5%,-,38.5%,42.3%,37.5%,-23
1995 US Open R32,L vs Agassi,27.3%,44.2%,37.3%,33.2%,43.9%,63.4%,39.1%,55.1%,43.8%,40.0%,20.0%,9.7%,25.8%,35.7%,-26
Career (190 matches),,29.8%,47.2%,51.4%,39.0%,37.3%,57.5%,54.5%,52.4%,39.5%,52.9%,63.1%,22.9%,39.1%,46.7%,96
