Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,4,3,1,75.0%,6-3,66.7%,50-42,54.3%,1-1,50.0%,0,,,,,,,,,,,,SF (W100+H Nottingham)
2011,3,2,1,66.7%,4-2,66.7%,32-24,57.1%,0-0,-,0,,,,,,,,,,,,QF (Nassau 100K)
2010,4,3,1,75.0%,6-3,66.7%,48-37,56.5%,1-0,100.0%,0,,,,,,,,,,,,SF (Fort Walton Beach FL 25K)
2009,8,4,4,50.0%,12-9,57.1%,101-93,52.1%,1-0,100.0%,0,,,,,,,,,,,,QF (2x)
2008,5,4,1,80.0%,8-3,72.7%,59-43,57.8%,2-0,100.0%,0,,,,,,,,,,,,F (Sofia 100K)
2007,12,9,3,75.0%,20-7,74.1%,140-87,61.7%,0-0,-,0,,,,,,,,,,,,W (Bordeaux 100K)
2006,3,2,1,66.7%,4-2,66.7%,36-30,54.5%,2-1,66.7%,0,,,,,,,,,,,,QF (Bratislava 75K)
2005,22,18,4,81.8%,37-13,74.0%,277-207,57.2%,3-2,60.0%,0,,,,,,,,,,,,W (RomeEur 25K)
2004,24,16,8,66.7%,36-18,66.7%,279-215,56.5%,2-2,50.0%,0,,,,,,,,,,,,F (Barcelona 25K)
2003,38,31,7,81.6%,65-19,77.4%,462-282,62.1%,4-2,66.7%,0,,,,,,,,,,,,W (3x)
2002,12,10,2,83.3%,20-6,76.9%,148-98,60.2%,2-2,50.0%,0,,,,,,,,,,,,W (Volos 10K)
Career,135,102,33,75.6%,218-85,71.9%,1632-1158,58.5%,18-10,64.3%,0,,,,,,,,,,,,
