Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2017 Wimbledon R64,L vs Wozniacki,18,21,0.9,14.9%,17.4%,17,18,0.9,14.9%,15.8%,12.3%,2.6%,2.0,21.5%,10.7%
2017 Wimbledon R128,W vs Errani,31,21,1.5,28.2%,19.1%,28,21,1.3,26.4%,19.8%,11.3%,15.1%,0.6,10.0%,16.4%
2017 Roland Garros R64,L vs Svitolina,25,26,1.0,16.4%,17.1%,23,25,0.9,16.1%,17.5%,5.6%,10.5%,1.1,21.1%,18.4%
2017 Roland Garros R128,W vs Barthel,15,13,1.2,14.0%,12.1%,14,11,1.3,13.9%,10.9%,6.9%,6.9%,1.0,16.8%,16.8%
2017 Australian Open R128,L vs Radwanska,22,32,0.7,16.2%,23.5%,19,27,0.7,15.1%,21.4%,6.3%,8.7%,1.3,20.6%,15.4%
2016 US Open R64,L vs Konta,11,32,0.3,6.1%,17.9%,9,29,0.3,5.3%,17.1%,4.7%,0.6%,0.8,21.2%,25.7%
2016 Wimbledon R128,L vs Bencic,16,12,1.3,13.9%,10.4%,15,10,1.5,13.4%,8.9%,5.4%,8.0%,2.1,27.8%,13.0%
2016 Roland Garros QF,L vs Stosur,21,24,0.9,13.5%,15.5%,20,23,0.9,13.4%,15.4%,6.0%,7.4%,0.8,13.5%,18.1%
2016 Roland Garros R16,W vs Radwanska,37,40,0.9,19.0%,20.5%,37,37,1.0,20.1%,20.1%,10.3%,9.2%,1.1,17.4%,15.4%
2016 Roland Garros R32,W vs Stephens,13,9,1.4,15.9%,11.0%,11,8,1.4,14.3%,10.4%,6.5%,6.5%,0.3,11.0%,31.7%
2016 Roland Garros R64,W vs Larsson,27,31,0.9,16.9%,19.4%,23,29,0.8,15.4%,19.5%,7.4%,8.1%,0.8,17.5%,23.1%
2016 Australian Open R128,L vs Shvedova,7,15,0.5,4.9%,10.6%,7,13,0.5,5.6%,10.3%,2.4%,3.2%,1.2,33.1%,26.8%
2015 Wimbledon R128,L vs Bencic,27,18,1.5,16.1%,10.7%,24,17,1.4,15.3%,10.8%,5.7%,9.6%,1.5,20.8%,13.7%
2015 Roland Garros R32,L vs Stephens,6,22,0.3,5.6%,20.4%,5,21,0.2,4.9%,20.4%,1.9%,2.9%,1.1,24.1%,21.3%
2015 Australian Open R64,L vs Cibulkova,8,21,0.4,8.1%,21.2%,7,20,0.4,7.4%,21.1%,1.1%,5.3%,1.4,28.3%,20.2%
2014 US Open R64,L vs Jankovic,17,27,0.6,13.1%,20.8%,16,27,0.6,13.0%,22.0%,5.7%,5.7%,1.0,18.5%,17.7%
2014 Wimbledon R128,L vs Lepchenko,18,35,0.5,9.4%,18.2%,14,34,0.4,7.9%,19.1%,4.5%,2.8%,1.1,18.2%,17.2%
2014 Roland Garros R64,L vs Sharapova,11,24,0.5,10.0%,21.8%,8,22,0.4,7.8%,21.6%,4.9%,2.9%,0.9,20.0%,22.7%
2014 Roland Garros R128,W vs Beck,45,68,0.7,20.8%,31.5%,39,68,0.6,18.8%,32.9%,9.2%,9.2%,0.3,8.3%,24.1%
2014 Australian Open R64,L vs Stosur,5,19,0.3,5.7%,21.6%,4,17,0.2,5.1%,21.8%,,,1.5,26.1%,17.0%
Career (34 matches),,659,800,0.8,14.0%,16.9%,575,735,0.8,13.1%,16.8%,4.3%,4.3%,1.0,18.5%,18.8%
