Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 Roland Garros Q2,L vs Bandecchi,79.8%,47.8%,7.1%,5/1,2.37,12.8%,81.5%,36.4%,7.4%,2.50,26.8%,88.5%,69.6%,7.7%,2.25,0.0%
2021 Miami R64,L vs Sabalenka,62.4%,57.1%,9.9%,5/5,2.58,20.5%,64.3%,55.6%,5.4%,2.45,30.4%,79.4%,59.3%,20.6%,2.78,3.7%
2021 Australian Open R128,L vs Hsieh,64.5%,47.5%,9.7%,3/3,2.62,10.6%,64.4%,44.8%,4.4%,2.62,25.0%,78.6%,54.5%,28.6%,2.62,0.0%
2020 Roland Garros R32,L vs Krejcikova,78.6%,43.2%,3.9%,1/3,2.35,6.3%,75.7%,35.8%,0.0%,2.14,9.1%,93.3%,57.1%,13.3%,2.61,2.9%
2020 US Open QF,L vs Williams,59.8%,56.4%,5.4%,0/4,2.68,3.1%,50.8%,51.6%,1.6%,2.56,6.1%,80.0%,62.5%,13.3%,2.81,0.0%
2020 US Open R16,W vs Cornet,76.3%,52.9%,4.4%,3/2,2.60,16.0%,79.2%,47.5%,0.0%,2.49,26.7%,92.9%,65.4%,17.9%,2.77,0.0%
2020 US Open R64,W vs Muguruza,76.2%,45.8%,1.6%,0/1,2.72,0.0%,76.7%,45.5%,0.0%,2.76,0.0%,83.3%,46.7%,5.6%,2.70,0.0%
2017 Eastbourne R32,W vs Niculescu,77.5%,74.2%,2.5%,1/0,2.33,53.5%,82.4%,71.4%,2.9%,2.29,74.1%,50.0%,100.0%,0.0%,2.41,18.8%
2017 Eastbourne R16,L vs Halep,81.1%,44.4%,5.7%,3/4,2.63,3.1%,84.6%,41.6%,2.2%,2.70,5.0%,75.9%,54.5%,17.2%,2.52,0.0%
2017 Nottingham QF,L vs Safarova,75.6%,61.0%,10.3%,2/6,2.58,3.0%,71.2%,45.9%,9.6%,2.49,4.4%,88.0%,86.4%,12.0%,2.77,0.0%
2017 Roland Garros R64,L vs Svitolina,79.2%,43.9%,8.3%,3/3,2.45,1.6%,81.4%,40.0%,2.3%,2.33,2.8%,91.7%,50.0%,20.8%,2.62,0.0%
2017 Australian Open R128,L vs Radwanska,77.6%,53.8%,6.0%,3/1,2.44,9.8%,73.2%,60.0%,2.4%,2.50,15.2%,84.6%,45.5%,11.5%,2.33,0.0%
2016 Roland Garros R16,W vs Radwanska,84.4%,56.6%,8.9%,6/2,2.31,7.7%,83.6%,54.9%,4.9%,2.37,11.1%,100.0%,60.0%,20.0%,2.22,2.7%
2016 Roland Garros R64,W vs Larsson,82.8%,47.2%,0.0%,0/0,2.59,7.1%,83.1%,46.9%,0.0%,2.62,12.9%,88.5%,47.8%,0.0%,2.56,0.0%
2016 Sydney R32,W vs Tsurenko,73.9%,48.5%,1.1%,0/1,2.61,4.8%,82.4%,54.8%,0.0%,2.47,8.6%,86.7%,38.5%,3.3%,2.81,0.0%
2015 Moscow R32,L vs Begu,73.6%,46.9%,1.1%,0/1,2.54,5.9%,78.4%,45.0%,0.0%,2.45,11.1%,77.4%,50.0%,3.2%,2.64,0.0%
2015 Eastbourne QF,L vs Radwanska,65.9%,25.9%,2.4%,0/1,2.62,5.8%,69.7%,17.4%,3.0%,2.52,9.1%,57.1%,75.0%,0.0%,2.79,0.0%
2015 Birmingham R64,W vs Swan,64.6%,67.7%,6.3%,3/0,2.40,6.1%,53.8%,64.3%,0.0%,2.19,11.8%,94.4%,70.6%,16.7%,2.62,0.0%
2015 Dubai R16,L vs Halep,61.4%,45.7%,1.8%,1/0,2.31,0.0%,63.9%,47.8%,2.8%,2.10,0.0%,75.0%,41.7%,0.0%,2.51,0.0%
2014 Sofia RR,L vs Cibulkova,80.5%,43.5%,2.6%,1/1,2.78,4.3%,92.7%,39.5%,4.9%,2.90,3.6%,92.3%,50.0%,0.0%,2.61,5.6%
Career (26 matches),,75.2%,50.6%,5.1%,51.5%,2.50,8.3%,76.1%,47.8%,2.6%,2.45,13.5%,85.9%,55.9%,11.4%,2.58,1.4%
