Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2017 Wimbledon R64,L vs Wozniacki,1.03,0.69,54.8,2.5,0.0%,50.0%,3.1%,46.9%,27.6%,42.3%
2017 Wimbledon R128,W vs Errani,0.93,1.53,55.8,2.0,3.4%,79.3%,7.7%,57.7%,50.0%,51.9%
2017 Eastbourne R16,L vs Halep,1.00,0.88,87.2,9.5,0.0%,55.4%,0.0%,58.8%,38.7%,36.7%
2017 Eastbourne R32,W vs Niculescu,1.00,1.80,44.9,2.0,-,73.1%,-,62.5%,52.4%,63.2%
2017 Eastbourne Q2,L vs Arruabarrena,0.99,0.81,62.5,5.0,0.0%,56.6%,0.0%,50.0%,37.5%,38.5%
2017 Eastbourne Q1,W vs Vondrousova,1.10,1.78,40.4,2.0,0.0%,65.4%,0.0%,66.7%,44.4%,66.7%
2017 Nottingham QF,L vs Safarova,0.81,0.85,67.6,5.0,4.3%,59.6%,4.5%,50.0%,51.2%,43.2%
2017 Nottingham R16,W vs Nara,1.18,1.87,35.6,2.6,6.9%,75.9%,3.7%,59.3%,46.4%,56.0%
2017 Nottingham R32,W vs Martincova,1.23,1.68,36.9,2.2,3.3%,66.7%,0.0%,55.2%,61.3%,44.8%
2017 Roland Garros R64,L vs Svitolina,0.94,0.78,53.9,4.4,2.4%,61.0%,2.6%,38.5%,39.5%,44.1%
2017 Roland Garros R128,W vs Barthel,1.18,1.66,38.2,2.1,0.0%,63.3%,3.7%,63.0%,48.3%,55.6%
2017 Rome Q1,L vs Mattek Sands,0.93,0.86,72.5,3.4,6.5%,63.0%,6.5%,47.8%,41.2%,41.7%
2017 Madrid Q1,L vs Alexandrova,0.97,0.76,55.0,2.4,2.6%,48.7%,2.8%,47.2%,36.4%,45.2%
2017 Istanbul R32,L vs Eraydin,0.91,0.73,52.0,2.2,0.0%,54.5%,0.0%,33.3%,37.8%,51.4%
2017 Miami R128,L vs Golubic,1.21,0.82,56.0,6.0,2.0%,51.0%,0.0%,50.0%,34.5%,32.1%
2017 Indian Wells R128,L vs Bencic,0.80,0.57,43.5,2.8,0.0%,58.3%,4.5%,50.0%,40.0%,23.8%
2017 Dubai R64,L vs Mertens,0.95,0.59,35.8,2.1,0.0%,40.7%,0.0%,31.8%,36.4%,42.9%
2017 Doha Q3,L vs Jankovic,1.02,0.85,79.2,4.0,0.0%,50.9%,0.0%,55.8%,34.7%,43.5%
2017 Doha Q2,W vs Rodina,1.12,1.27,64.2,3.4,7.7%,56.4%,8.1%,59.5%,38.2%,57.6%
2017 Doha Q1,W vs King,1.23,1.59,39.9,2.2,0.0%,56.3%,0.0%,64.3%,56.7%,46.2%
2017 (24 matches),,1.02,0.98,57.7,2.8,2.1%,57.3%,2.4%,52.5%,42.7%,44.3%
2016 (40 matches),,1.00,1.05,52.1,2.6,2.2%,58.3%,2.3%,54.6%,43.8%,46.8%
2015 (20 matches),,0.99,0.99,62.7,3.3,3.4%,54.3%,3.4%,55.8%,44.8%,45.1%
2014 (23 matches),,1.00,0.97,54.9,2.8,4.5%,56.7%,3.5%,51.3%,44.8%,44.8%
2013 (35 matches),,0.98,0.88,53.8,2.6,4.0%,54.7%,2.4%,57.0%,39.0%,39.9%
Career (177 matches),,0.99,0.96,55.3,2.7,3.1%,56.4%,2.6%,54.4%,42.8%,43.7%
