Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,21,8,13,38.1%,1,0,1,0.0%,2006,2021,R64,20,0.94,2.7%,2.8%,59.9%,59.7%,44.3%,53.5%,43.8%,54.7%,47.5%
Roland Garros,14,Clay,28,14,14,50.0%,7,3,4,42.9%,2006,2021,QF,28,1.02,2.7%,2.6%,59.0%,62.8%,44.1%,55.1%,46.0%,52.4%,48.4%
Wimbledon,14,Grass,34,19,15,55.9%,6,4,2,66.7%,2005,2021,SF,27,1.00,3.9%,1.9%,59.1%,67.5%,47.9%,59.5%,40.6%,59.4%,43.1%
US Open,14,Hard,30,16,14,53.3%,4,1,3,25.0%,2005,2021,QF,23,1.00,3.5%,2.9%,55.0%,64.2%,46.9%,56.4%,43.7%,50.0%,49.1%
Olympics,3,,5,2,3,40.0%,1,1,0,100.0%,2008,2016,R32,3,0.90,3.9%,3.1%,56.8%,63.8%,40.4%,53.7%,41.5%,53.3%,57.9%
Fed Cup,12,,37,21,16,56.8%,7,2,5,28.6%,2003,2016,,0,,,,,,,,,,
Miami,13,Hard,26,12,14,46.2%,6,5,1,83.3%,2006,2021,R32,23,1.00,3.1%,2.6%,54.9%,63.3%,46.5%,55.7%,44.5%,56.7%,45.7%
Indian Wells,12,Hard,20,8,12,40.0%,6,4,2,66.7%,2006,2017,R64,20,0.95,3.1%,3.8%,55.9%,61.2%,42.5%,53.0%,44.6%,42.2%,51.9%
Istanbul,10,Clay,24,14,10,58.3%,11,7,4,63.6%,2005,2017,SF,14,0.99,2.2%,2.9%,65.3%,58.3%,47.6%,54.5%,44.9%,49.2%,48.4%
Eastbourne,10,Grass,24,13,11,54.2%,5,2,3,40.0%,2006,2017,QF,16,1.01,3.9%,2.3%,63.0%,67.2%,47.4%,59.8%,40.4%,56.9%,48.4%
Rome,10,Clay,15,5,10,33.3%,2,1,1,50.0%,2008,2017,QF,12,0.84,1.6%,2.3%,60.0%,52.8%,41.2%,48.1%,43.7%,45.1%,38.1%
Madrid,10,Clay,11,1,10,9.1%,1,0,1,0.0%,2009,2021,R32,11,0.83,2.9%,3.1%,55.9%,58.8%,39.9%,50.5%,41.3%,49.1%,39.8%
