Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 Roland Garros Q2,L vs Bandecchi,0.0%,-,11.4%,66.7%,10.7%,22.0%,0.0%,10.6%,29.7%,0.2%,100.0%,8,-13
2021 Miami R64,L vs Sabalenka,0.0%,-,6.3%,66.7%,16.9%,23.8%,0.0%,13.6%,40.0%,0.8%,50.0%,-67,-70
2021 Australian Open R128,L vs Hsieh,0.0%,-,6.6%,37.5%,2.8%,15.4%,0.0%,20.3%,40.0%,1.4%,0.0%,-40,-26
2020 Roland Garros R32,L vs Krejcikova,0.0%,-,5.2%,81.8%,7.6%,9.1%,50.0%,13.1%,22.5%,3.8%,64.3%,-1,7
2020 US Open QF,L vs Williams,0.0%,-,3.3%,66.7%,11.5%,19.2%,0.0%,17.0%,37.5%,2.5%,0.0%,-13,-2
2020 US Open R16,W vs Cornet,0.0%,-,11.8%,80.0%,8.6%,17.1%,0.0%,11.0%,22.4%,1.2%,33.3%,8,1
2020 US Open R64,W vs Muguruza,0.0%,-,3.4%,100.0%,7.4%,0.0%,0.0%,10.8%,28.6%,0.9%,0.0%,-82,-44
2017 Eastbourne R32,W vs Niculescu,0.0%,-,12.2%,63.6%,10.0%,11.3%,0.0%,28.0%,62.5%,1.4%,66.7%,27,-2
2017 Eastbourne R16,L vs Halep,0.0%,-,4.7%,66.7%,13.6%,21.7%,0.0%,9.9%,13.0%,3.1%,40.0%,7,18
2017 Nottingham QF,L vs Safarova,0.0%,-,3.6%,66.7%,13.5%,23.5%,14.3%,11.6%,25.0%,0.3%,100.0%,-17,-11
2017 Roland Garros R64,L vs Svitolina,0.0%,-,7.2%,63.6%,5.4%,7.9%,0.0%,12.9%,16.2%,0.9%,33.3%,-31,-32
2017 Australian Open R128,L vs Radwanska,0.0%,-,15.4%,57.1%,2.6%,2.6%,0.0%,10.6%,23.3%,1.4%,0.0%,-96,-85
2016 Roland Garros R16,W vs Radwanska,0.0%,-,17.9%,60.0%,7.1%,4.7%,33.3%,13.2%,17.8%,1.9%,62.5%,21,-17
2016 Roland Garros R64,W vs Larsson,0.0%,-,11.3%,72.2%,5.3%,5.8%,0.0%,6.5%,13.9%,0.5%,50.0%,-87,-76
2016 Sydney R32,W vs Tsurenko,0.0%,-,6.5%,81.8%,3.8%,6.1%,0.0%,6.6%,16.7%,0.5%,100.0%,-69,-68
2015 Moscow R32,L vs Begu,0.0%,-,4.5%,62.5%,1.7%,2.9%,0.0%,4.7%,3.4%,1.0%,50.0%,-69,-51
2015 Eastbourne QF,L vs Radwanska,0.0%,-,10.3%,80.0%,5.1%,5.6%,0.0%,17.2%,36.8%,1.9%,50.0%,-7,-33
2015 Birmingham R64,W vs Swan,0.0%,-,5.0%,60.0%,15.0%,13.3%,0.0%,19.6%,18.8%,0.8%,0.0%,65,45
2015 Dubai R16,L vs Halep,0.0%,-,1.7%,0.0%,3.9%,21.4%,0.0%,8.9%,15.8%,0.0%,-,-51,-38
2014 Sofia RR,L vs Cibulkova,0.0%,-,5.6%,37.5%,3.5%,8.1%,0.0%,4.8%,12.9%,1.5%,0.0%,-97,-67
Career (26 matches),,0.0%,-,7.2%,66.3%,7.4%,11.6%,13.5%,11.9%,23.2%,1.3%,41.3%,-34,-31
