Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2020 Trieste CH F,L vs Alcaraz,67% (6/9),33% (1/3),0/0,0/0,64% (7/11),1/3,1/2,- (0/0),- (0/0)
2019 Prague CH R32,L vs Safwat,67% (10/15),40% (2/5),0/0,0/0,60% (3/5),3/5,3/4,30% (3/10),36% (4/11)
2019 Prague CH R64,W vs Maamoun,70% (14/20),57% (4/7),2/2,1/1,89% (8/9),4/5,4/4,43% (3/7),44% (4/9)
2019 Milan CH R32,L vs Dellien,36% (5/14),75% (3/4),0/0,0/0,67% (10/15),1/3,1/2,- (0/0),- (0/0)
2019 Milan CH R64,W vs Gojo,53% (9/17),78% (7/9),2/6,1/5,25% (1/4),0/1,0/0,- (0/0),- (0/0)
2019 Rome CH R64,W vs Passaro,62% (8/13),31% (4/13),2/5,1/3,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 Ostrava CH R32,L vs Majchrzak,64% (7/11),38% (3/8),0/0,0/0,67% (10/15),1/3,1/2,- (0/0),- (0/0)
2019 Ostrava CH R64,W vs Brkic,63% (10/16),55% (6/11),2/2,1/1,50% (4/8),0/1,0/0,- (0/0),- (0/0)
2019 Francavilla Al Mare CH R32,L vs Coppejans,55% (11/20),46% (6/13),1/3,0/2,65% (11/17),3/5,3/4,60% (3/5),17% (1/6)
2019 Francavilla Al Mare CH R64,W vs Berrettini,58% (11/19),36% (5/14),2/3,1/2,73% (11/15),3/4,0/0,- (0/0),- (0/0)
2019 Tunis CH R64,L vs Moroni,58% (11/19),33% (4/12),1/2,0/0,65% (11/17),3/5,1/2,- (0/0),- (0/0)
2019 Murcia CH R64,L vs Balazs,75% (3/4),0% (0/2),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2019 Villena CH R64,L vs Vatutin,75% (9/12),25% (2/8),1/2,0/0,57% (4/7),1/3,1/2,- (0/0),- (0/0)
2019 Marbella CH Q1,W vs Luz,69% (11/16),11% (1/9),2/7,1/6,100% (4/4),2/2,0/0,77% (10/13),31% (4/13)
2019 Lille CH R32,L vs Bachinger,13% (1/8),29% (2/7),0/0,0/0,57% (8/14),0/2,0/1,- (0/0),- (0/0)
2019 Lille CH R64,W vs Balazs,80% (8/10),80% (4/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 M15 Antalya R16,W vs Huertas Del Pino,54% (7/13),56% (5/9),2/2,1/1,82% (9/11),0/0,0/0,100% (5/5),50% (2/4)
2019 M15 Antalya R32,W vs Prihodko,53% (8/15),36% (4/11),2/4,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 Bergamo CH R32,L vs Vavassori,57% (13/23),60% (3/5),1/3,0/0,76% (13/17),1/3,1/2,- (0/0),- (0/0)
2019 Bergamo CH R64,W vs Brkic,83% (10/12),29% (2/7),2/3,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2020 (1 matches),,66.7%,33.3%,-,-,63.6%,33.3%,50.0%,-,-
2019 (29 matches),,62.1%,38.6%,50.0%,41.2%,65.3%,52.6%,60.5%,57.5%,38.2%
2017 (2 matches),,41.7%,50.0%,-,-,43.8%,20.0%,33.3%,-,-
2016 (1 matches),,60.0%,50.0%,33.3%,25.0%,60.0%,100.0%,-,83.3%,40.0%
2015 (1 matches),,50.0%,100.0%,-,-,33.3%,0.0%,0.0%,-,-
Career (34 matches),,60.9%,39.4%,48.7%,39.5%,63.2%,49.4%,56.8%,59.5%,38.3%
