Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,16,9,7,56.3%,22-16,57.9%,190-176,51.9%,3-0,100.0%,16,73.6%,29.3%,3.2%,2.6%,61.8%,64.3%,53.2%,60.1%,40.9%,50.6%,1.03,SF (Augsburg)
2023,52,25,27,48.1%,57-56,50.4%,559-559,50.0%,6-13,31.6%,52,74.1%,27.0%,3.6%,2.9%,60.0%,67.3%,51.4%,60.9%,39.2%,50.1%,1.00,SF (3x)
2022,46,23,23,50.0%,52-57,47.7%,514-529,49.3%,4-8,33.3%,46,72.6%,26.4%,3.7%,3.1%,61.5%,65.0%,50.6%,59.5%,39.5%,49.6%,0.98,F (Bratislava)
2021,48,22,26,45.8%,50-62,44.6%,531-554,48.9%,6-13,31.6%,48,70.5%,28.4%,3.1%,3.5%,58.2%,65.4%,50.1%,59.0%,39.5%,49.3%,0.96,QF (7x)
2020,11,7,4,63.6%,16-10,61.5%,140-128,52.2%,4-2,66.7%,11,83.8%,20.5%,3.0%,1.7%,60.3%,67.1%,58.5%,63.7%,38.5%,50.7%,1.06,F (Trieste)
2019,56,23,33,41.1%,57-75,43.2%,623-653,48.8%,5-12,29.4%,56,71.8%,26.3%,3.8%,3.2%,58.1%,67.1%,48.0%,59.1%,39.0%,49.1%,0.95,QF (Maia)
2018,2,0,2,0.0%,1-4,20.0%,18-27,40.0%,0-0,-,2,69.6%,9.1%,10.5%,2.8%,63.6%,67.0%,46.2%,59.4%,35.0%,46.7%,0.86,R32 (2x)
2017,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,60.0%,10.0%,0.0%,2.8%,58.3%,66.7%,40.0%,55.6%,30.2%,44.8%,0.68,R32 (Genova)
2016,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,80.0%,0.0%,7.6%,3.0%,62.1%,73.2%,48.0%,63.6%,25.4%,45.6%,0.70,R32 (Recanati)
2015,3,1,2,33.3%,2-4,33.3%,23-35,39.7%,1-0,100.0%,3,71.4%,6.9%,4.0%,1.1%,49.4%,68.6%,53.4%,60.9%,30.3%,45.5%,0.78,R16 (Como)
2012,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,25.0%,25.0%,2.0%,0.0%,54.9%,39.3%,34.8%,37.3%,38.6%,37.9%,0.62,R32 (Cordenons)
2011,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,54.5%,30.0%,5.8%,7.0%,54.7%,57.4%,41.0%,50.0%,39.1%,45.2%,0.78,R32 (Cordenons)
Career,238,110,128,46.2%,257-292,46.8%,2626-2711,49.2%,29-49,37.2%,238,72.6%,26.3%,3.6%,3.0%,59.5%,66.1%,50.4%,59.7%,39.2%,49.5%,0.97,
