Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Omar Giacalone [ITA],2,5,28.6%,3,1,2,33.3%,2011,2018,0,,,,,,,,,,
6,Gianluca Mager [ITA],3,3,50.0%,1,0,1,0.0%,2014,2024,5,1.05,5.6%,1.9%,64.1%,70.7%,55.7%,65.3%,36.4%,65.2%,35.5%
6,Nerman Fatic [BIH],4,2,66.7%,1,0,1,0.0%,2017,2024,4,1.06,2.0%,2.7%,62.0%,59.6%,54.5%,57.6%,44.8%,60.0%,48.6%
6,Walter Trusendi [ITA],2,4,33.3%,0,0,0,-,2013,2018,0,,,,,,,,,,
5,Alexandre Muller [FRA],2,3,40.0%,3,1,2,33.3%,2018,2022,4,0.96,3.7%,4.9%,53.6%,65.8%,45.7%,56.4%,41.6%,64.4%,27.8%
5,Lorenzo Giustino [ITA],3,2,60.0%,1,0,1,0.0%,2013,2022,4,1.03,3.9%,3.0%,60.4%,62.5%,48.1%,56.8%,44.5%,48.1%,58.3%
5,Viktor Galovic [ITA],1,4,20.0%,1,1,0,100.0%,2012,2020,4,0.90,4.8%,2.8%,61.2%,64.7%,55.1%,61.0%,35.1%,73.6%,24.1%
5,Alessandro Bega [ITA],1,4,20.0%,1,0,1,0.0%,2015,2020,2,1.17,7.6%,1.7%,61.0%,65.3%,52.2%,60.2%,46.8%,50.0%,26.9%
5,Pietro Rondoni [ITA],4,1,80.0%,1,1,0,100.0%,2014,2020,0,,,,,,,,,,
5,Claudio Fortuna [ITA],3,2,60.0%,2,1,1,50.0%,2013,2018,0,,,,,,,,,,
5,Filippo Leonardi [ITA],4,1,80.0%,1,1,0,100.0%,2015,2018,0,,,,,,,,,,
5,Riccardo Sinicropi [ITA],1,4,20.0%,4,2,2,50.0%,2013,2017,0,,,,,,,,,,
4,Federico Arnaboldi [ITA],2,2,50.0%,2,1,1,50.0%,2019,2024,4,0.98,2.4%,4.0%,57.8%,66.3%,49.6%,59.3%,39.9%,66.7%,37.5%
4,Giulio Zeppieri [ITA],1,3,25.0%,2,1,1,50.0%,2020,2023,4,0.90,4.3%,4.7%,57.7%,70.8%,55.1%,64.2%,32.4%,55.6%,33.3%
4,Nino Serdarusic [CRO],1,3,25.0%,1,0,1,0.0%,2017,2023,3,0.83,1.3%,3.2%,50.0%,62.8%,53.8%,58.3%,34.7%,52.9%,33.3%
