Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2020 Trieste CH F,L vs Alcaraz,1.6%,0.0%,4.6%,60.0%,9.4%,0.0%,50.0%,10.5%,37.5%,1.8%,100.0%,1,7
2019 Prague CH R32,L vs Safwat,2.7%,100.0%,4.2%,100.0%,12.2%,15.4%,0.0%,9.2%,60.0%,0.0%,-,-39,-26
2019 Prague CH R64,W vs Maamoun,0.0%,-,5.2%,80.0%,12.8%,10.0%,0.0%,10.3%,57.1%,0.0%,-,-46,-26
Career (3 matches),,1.3%,66.7%,4.7%,81.8%,11.6%,9.1%,50.0%,10.0%,50.0%,0.4%,100.0%,-33,-18
