Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Prague Q1,L vs Lottner,0.91,0.61,41.5,2.2,0.0%,36.4%,0.0%,60.0%,30.3%,40.0%
2019 Istanbul Q2,L vs Jorovic,0.88,0.56,37.7,2.1,4.0%,48.0%,0.0%,44.0%,42.9%,22.7%
2019 Bogota Q1,L vs Bolsova,1.00,0.71,46.6,3.6,0.0%,38.2%,0.0%,50.0%,40.0%,39.3%
2019 Monterrey Q1,L vs Gamiz,0.97,0.64,46.2,2.1,0.0%,44.0%,0.0%,45.5%,32.3%,41.4%
2019 W25 Trnava R16,L vs Kostova,0.93,0.71,48.4,2.5,-,56.7%,-,50.0%,41.9%,28.6%
2019 W25 Trnava R32,W vs Shapatava,0.95,1.65,48.6,2.2,-,56.0%,-,84.2%,52.6%,58.3%
2019 W25 Kazan R16,L vs Kawa,0.96,0.67,43.8,2.0,-,50.0%,-,42.9%,35.5%,40.0%
2018 Mumbai Q1,L vs Jain,0.97,0.84,77.7,5.7,5.4%,57.1%,7.7%,55.8%,32.0%,43.5%
2018 Tianjin Q1,W vs Honcova,1.02,1.33,55.8,2.4,0.0%,56.8%,0.0%,68.6%,44.4%,54.8%
2018 Moscow Q2,L vs Trevisan,0.96,0.81,62.8,6.4,4.7%,39.5%,2.4%,61.9%,47.7%,34.2%
2018 Moscow Q1,W vs Fujiwara,0.99,1.54,51.1,2.1,6.5%,58.1%,3.6%,78.6%,42.3%,57.7%
2018 Gstaad Q1,L vs Perrin,0.83,0.62,48.9,2.4,0.0%,69.7%,0.0%,50.0%,35.7%,23.1%
2018 Bogota Q2,L vs Cabrera,0.98,0.82,61.8,3.1,0.0%,37.1%,0.0%,45.5%,50.0%,48.4%
2018 Bogota Q1,W vs Grabher,1.10,1.15,59.8,3.9,0.0%,40.0%,0.0%,54.8%,58.0%,52.2%
2018 Monterrey Q2,L vs Perrin,1.10,0.62,55.3,2.5,0.0%,50.0%,3.0%,45.5%,26.9%,32.0%
2018 Monterrey Q1,W vs Kratzer,1.05,1.49,53.2,4.0,3.1%,68.8%,10.3%,69.0%,50.0%,38.1%
2017 Dakar $25K R32,L vs Pigossi,1.04,0.77,54.9,2.0,0.0%,33.3%,0.0%,54.5%,33.3%,50.0%
2017 Pune $25K R32,L vs Yadav,0.93,0.80,64.1,3.1,0.0%,43.2%,0.0%,48.5%,34.2%,60.0%
2017 Obidos $25K R16,L vs Kudermetova,0.87,0.85,61.3,123.0,0.0%,56.0%,0.0%,50.0%,50.0%,40.9%
2017 Obidos $25K R32,W vs Herdzelas,1.19,1.55,45.1,2.3,0.0%,64.5%,0.0%,66.7%,26.7%,64.3%
2019 (7 matches),,0.94,0.74,44.9,2.3,0.9%,47.1%,0.0%,52.3%,39.6%,39.9%
2018 (9 matches),,1.01,0.98,59.9,3.1,2.3%,52.3%,3.1%,58.3%,44.1%,43.1%
2017 (37 matches),,0.99,1.10,60.4,3.0,1.5%,55.8%,1.2%,57.0%,47.8%,49.1%
2016 (23 matches),,1.03,1.19,53.4,2.5,1.7%,61.1%,0.7%,57.2%,47.9%,46.9%
2015 (30 matches),,1.01,1.09,61.3,3.0,2.3%,54.5%,1.3%,55.2%,48.1%,49.0%
Career (134 matches),,1.01,1.10,58.7,2.8,1.9%,56.3%,1.3%,56.0%,47.4%,48.4%
