Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,12,6,6,50.0%,12-13,48.0%,111-120,48.1%,2-0,100.0%,0,,,,,,,,,,,,R16 (6x)
2018,21,12,9,57.1%,26-20,56.5%,231-219,51.3%,2-2,50.0%,0,,,,,,,,,,,,SF (Gwalior $25K)
2017,62,33,29,53.2%,75-62,54.7%,670-591,53.1%,4-7,36.4%,0,,,,,,,,,,,,F (2x)
2016,52,29,23,55.8%,66-51,56.4%,557-476,53.9%,4-4,50.0%,0,,,,,,,,,,,,F (2x)
2015,63,44,19,69.8%,92-48,65.7%,722-539,57.3%,5-5,50.0%,0,,,,,,,,,,,,F (6x)
2014,24,12,12,50.0%,31-29,51.7%,292-274,51.6%,1-1,50.0%,0,,,,,,,,,,,,SF (2x)
2013,61,40,21,65.6%,85-47,64.4%,662-510,56.5%,5-3,62.5%,0,,,,,,,,,,,,W (2x)
2012,38,22,16,57.9%,48-36,57.1%,402-343,54.0%,2-3,40.0%,0,,,,,,,,,,,,W (Djibouti 10K)
2011,10,6,4,60.0%,14-9,60.9%,105-98,51.7%,2-0,100.0%,0,,,,,,,,,,,,SF (Djibouti 10K)
2010,9,2,7,22.2%,7-14,33.3%,79-104,43.2%,0-0,-,0,,,,,,,,,,,,R16 (2x)
Career,352,206,146,58.5%,456-329,58.1%,3831-3274,53.9%,27-25,51.9%,0,,,,,,,,,,,,
