Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,42.9%,0.0%,4.1%,4.1%,40.8%,60.0%,37.9%,46.9%,19.0%,34.1%,0.36,R32 (Sophia Antipolis)
2016,23,13,10,56.5%,30-23,56.6%,270-254,51.5%,6-3,66.7%,23,74.5%,28.3%,5.6%,6.2%,54.2%,71.3%,50.6%,61.9%,40.8%,51.0%,1.07,SF (2x)
2015,43,25,18,58.1%,54-44,55.1%,474-432,52.3%,4-5,44.4%,43,72.8%,32.2%,3.5%,6.2%,58.5%,67.8%,48.1%,59.6%,42.2%,50.8%,1.04,F (3x)
2014,15,10,5,66.7%,22-13,62.9%,185-150,55.2%,3-3,50.0%,15,75.2%,35.4%,3.5%,5.5%,59.7%,68.7%,49.9%,61.1%,42.7%,52.1%,1.10,W (Cordenons)
2013,7,3,4,42.9%,8-8,50.0%,79-79,50.0%,2-1,66.7%,7,73.7%,26.6%,5.2%,5.4%,57.5%,67.0%,52.3%,60.7%,41.8%,51.1%,1.06,QF (Prostejov)
2012,29,23,6,79.3%,47-19,71.2%,357-254,58.4%,5-2,71.4%,28,77.0%,39.8%,4.3%,4.2%,60.8%,69.1%,51.2%,62.1%,45.4%,53.7%,1.20,W (2x)
2011,4,3,1,75.0%,7-5,58.3%,59-44,57.3%,1-1,50.0%,4,80.4%,34.0%,5.3%,5.9%,55.6%,71.6%,57.8%,65.5%,42.6%,53.8%,1.23,SF (Szczecin)
2010,2,1,1,50.0%,2-2,50.0%,17-13,56.7%,0-0,-,1,100.0%,85.7%,10.8%,0.0%,62.2%,73.9%,64.3%,70.3%,65.8%,68.0%,2.21,R16 (Prostejov)
2009,11,8,3,72.7%,15-8,65.2%,118-98,54.6%,2-0,100.0%,0,,,,,,,,,,,,F (Scheveningen)
2008,16,12,4,75.0%,26-11,70.3%,201-142,58.6%,1-1,50.0%,0,,,,,,,,,,,,W (Monza)
2007,12,7,5,58.3%,14-15,48.3%,147-140,51.2%,1-2,33.3%,0,,,,,,,,,,,,F (San Marino)
2006,25,15,10,60.0%,34-24,58.6%,298-246,54.8%,5-3,62.5%,0,,,,,,,,,,,,W (San Marino)
2005,26,17,9,65.4%,34-25,57.6%,299-267,52.8%,6-4,60.0%,0,,,,,,,,,,,,W (Lugano)
2004,20,9,11,45.0%,22-24,47.8%,202-216,48.3%,1-1,50.0%,0,,,,,,,,,,,,SF (3x)
2003,29,18,11,62.1%,42-26,61.8%,339-284,54.4%,3-3,50.0%,0,,,,,,,,,,,,F (2x)
2002,14,7,7,50.0%,16-18,47.1%,151-160,48.6%,2-4,33.3%,0,,,,,,,,,,,,SF (Aschaffenburg)
2001,44,28,16,63.6%,61-40,60.4%,517-427,54.8%,6-5,54.5%,0,,,,,,,,,,,,W (Freudenstadt)
2000,33,18,15,54.5%,38-33,53.5%,353-309,53.3%,3-4,42.9%,0,,,,,,,,,,,,W (Prague)
1999,2,1,1,50.0%,2-2,50.0%,21-18,53.8%,0-0,-,0,,,,,,,,,,,,R16 (Vienna)
Career,356,218,138,61.2%,474-342,58.1%,4090-3545,53.6%,51-42,54.8%,122,74.7%,33.4%,4.3%,5.6%,58.1%,68.9%,50.1%,61.0%,42.7%,51.8%,1.10,
