Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2017 Barcelona R32,L vs Lopez,0.83,0.36,31.4,2.3,4.0%,64.0%,4.5%,31.8%,28.6%,15.0%
2017 Barcelona R64,W vs Garcia Lopez,1.16,1.30,70.3,2.6,2.3%,46.5%,0.0%,63.4%,50.0%,51.6%
2017 Sophia Antipolis CH R32,L vs Napolitano,1.16,0.41,41.3,2.1,8.0%,48.0%,0.0%,45.8%,13.6%,25.0%
2017 Marseille Q2,L vs Rublev,1.00,0.59,43.2,2.8,3.6%,57.1%,7.4%,40.7%,35.7%,24.0%
2017 Marseille Q1,W vs Fucsovics,1.76,1.13,55.8,6.8,0.0%,61.7%,0.0%,59.1%,17.6%,34.5%
2017 Rotterdam Q1,L vs Struff,1.00,0.45,35.5,2.1,15.0%,30.0%,0.0%,44.4%,27.3%,30.0%
2017 Montpellier Q1,L vs Eysseric,0.90,0.78,53.9,3.2,5.9%,64.7%,0.0%,50.0%,39.4%,34.4%
2016 Szczecin CH R16,W vs Vatutin,1.21,1.19,72.4,14.6,2.2%,40.0%,2.4%,56.1%,56.5%,45.2%
2016 Szczecin CH R32,W vs Cias,1.17,1.31,47.6,13.3,4.4%,60.0%,2.3%,69.8%,42.0%,37.0%
2016 Genova CH R32,L vs Kovalik,1.04,0.59,46.4,3.2,3.6%,57.1%,3.6%,50.0%,25.0%,28.0%
2016 Como CH R16,L vs Langer,0.91,0.81,68.6,3.1,7.3%,63.4%,0.0%,60.0%,38.1%,29.3%
2016 Como CH R32,W vs Ignatik,1.10,1.56,46.1,2.3,11.1%,66.7%,3.8%,65.4%,56.3%,40.0%
2016 Kitzbuhel R32,L vs Melzer,0.96,0.73,62.3,6.9,6.8%,71.2%,7.5%,60.4%,28.6%,22.5%
2016 Bastad R16,L vs Verdasco,1.10,0.43,50.0,2.1,2.7%,51.4%,0.0%,52.9%,20.0%,17.4%
2016 Bastad R32,W vs Ymer,1.19,1.90,37.0,2.3,3.4%,82.8%,8.0%,60.0%,41.2%,48.4%
2016 Bastad CH QF,L vs Berlocq,0.95,0.80,64.8,6.7,7.7%,56.4%,2.9%,50.0%,35.6%,43.9%
2016 Bastad CH R16,W vs Zemlja,1.14,1.74,41.6,2.1,10.7%,75.0%,3.7%,63.0%,48.3%,46.2%
2016 Bastad CH R32,W vs Velotti,1.24,1.78,43.0,2.0,6.3%,71.9%,3.8%,50.0%,53.3%,55.6%
2016 Wimbledon R128,L vs Millman,0.92,0.83,46.3,4.6,10.0%,71.3%,1.4%,62.0%,30.9%,29.0%
2016 Blois CH R32,L vs Clezar,0.91,0.89,74.1,5.1,14.8%,79.6%,10.0%,58.0%,24.1%,36.7%
2017 (7 matches),,1.16,0.78,50.1,2.7,4.5%,54.5%,1.4%,50.5%,31.4%,32.2%
2016 (39 matches),,1.03,1.08,54.1,2.8,5.8%,64.1%,4.9%,62.5%,39.7%,37.0%
2015 (46 matches),,1.04,1.14,59.2,3.0,3.8%,59.7%,2.7%,62.9%,44.4%,40.4%
2014 (35 matches),,1.03,1.00,55.6,2.8,2.7%,61.4%,2.3%,62.9%,37.3%,36.3%
2013 (42 matches),,1.02,0.99,50.1,2.6,6.0%,63.0%,3.4%,58.7%,38.5%,36.9%
Career (216 matches),,1.04,1.04,54.3,2.8,4.6%,61.3%,3.3%,60.5%,40.2%,38.5%
