Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2017 Barcelona R32,L vs Lopez,44% (4/9),- (0/0),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2017 Barcelona R64,W vs Garcia Lopez,47% (7/15),45% (5/11),2/2,1/1,77% (10/13),0/0,0/0,- (0/0),- (0/0)
2017 Sophia Antipolis CH R32,L vs Napolitano,75% (3/4),0% (0/2),0/0,0/0,56% (5/9),0/2,0/1,- (0/0),- (0/0)
2017 Marseille Q2,L vs Rublev,36% (4/11),25% (1/4),0/0,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2017 Marseille Q1,W vs Fucsovics,48% (10/21),67% (2/3),2/4,1/2,63% (5/8),1/2,0/0,- (0/0),- (0/0)
2017 Rotterdam Q1,L vs Struff,100% (1/1),0% (0/3),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2017 Montpellier Q1,L vs Eysseric,50% (6/12),60% (3/5),0/0,0/0,38% (3/8),2/4,1/2,- (0/0),- (0/0)
2016 Szczecin CH R16,W vs Vatutin,55% (6/11),64% (7/11),2/3,1/2,43% (6/14),2/3,2/2,- (0/0),- (0/0)
2016 Szczecin CH R32,W vs Cias,71% (12/17),60% (3/5),2/3,1/1,50% (2/4),1/2,0/0,60% (3/5),80% (4/5)
2016 Genova CH R32,L vs Kovalik,67% (6/9),50% (1/2),0/0,0/0,25% (1/4),0/2,0/1,- (0/0),- (0/0)
2016 Como CH R16,L vs Langer,45% (9/20),14% (1/7),0/3,0/0,0% (0/2),0/2,0/1,44% (4/9),44% (4/9)
2016 Como CH R32,W vs Ignatik,73% (8/11),40% (4/10),2/5,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2016 Kitzbuhel R32,L vs Melzer,68% (15/22),50% (1/2),1/2,0/0,80% (8/10),0/2,0/1,- (0/0),- (0/0)
2016 Bastad R16,L vs Verdasco,42% (5/12),0% (0/1),0/0,0/0,73% (8/11),0/2,0/1,- (0/0),- (0/0)
2016 Bastad R32,W vs Ymer,64% (9/14),50% (3/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2016 Bastad CH QF,L vs Berlocq,64% (7/11),44% (4/9),1/1,0/0,44% (4/9),1/3,0/1,- (0/0),- (0/0)
2016 Bastad CH R16,W vs Zemlja,53% (8/15),57% (4/7),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2016 Bastad CH R32,W vs Velotti,64% (7/11),60% (6/10),2/4,1/3,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2016 Wimbledon R128,L vs Millman,69% (22/32),50% (3/6),2/4,0/0,43% (3/7),0/3,0/1,- (0/0),- (0/0)
2016 Blois CH R32,L vs Clezar,58% (14/24),33% (2/6),1/1,0/0,60% (3/5),1/3,1/2,67% (4/6),17% (1/6)
2017 (7 matches),,47.9%,39.3%,66.7%,66.7%,54.8%,26.7%,16.7%,-,-
2016 (39 matches),,64.5%,43.9%,58.6%,75.9%,54.0%,30.5%,39.3%,64.0%,37.3%
2015 (46 matches),,64.1%,42.8%,56.9%,56.6%,59.9%,41.7%,38.5%,62.7%,38.8%
2014 (35 matches),,63.9%,39.2%,58.2%,54.8%,61.9%,42.7%,35.7%,57.6%,36.8%
2013 (42 matches),,63.0%,38.2%,66.7%,64.7%,64.5%,41.4%,42.9%,69.1%,46.6%
Career (216 matches),,63.2%,43.1%,60.2%,63.0%,58.3%,40.2%,43.3%,61.9%,39.7%
