Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,124,38,86,30.6%,100-213,31.9%,1278-1687,43.1%,19-24,44.2%,122,71.5%,14.9%,4.4%,4.6%,58.3%,68.2%,47.5%,59.6%,32.4%,46.4%,0.80
Clay,399,213,186,53.4%,488-451,52.0%,4506-4426,50.4%,72-61,54.1%,394,75.4%,25.5%,4.5%,4.2%,60.8%,69.3%,50.1%,61.7%,39.0%,50.2%,1.02
Grass,19,6,13,31.6%,23-42,35.4%,283-344,45.1%,2-6,25.0%,19,77.2%,14.1%,5.8%,3.4%,64.1%,69.8%,51.1%,63.1%,31.2%,47.7%,0.85
Carpet,2,0,2,0.0%,0-4,0.0%,13-24,35.1%,0-0,-,2,68.4%,0.0%,6.3%,6.3%,60.9%,67.9%,46.0%,59.4%,24.0%,43.5%,0.59
Grand Slams,83,30,53,36.1%,110-173,38.9%,1217-1448,45.7%,15-20,42.9%,83,73.8%,17.9%,5.1%,4.0%,61.0%,68.6%,49.2%,61.0%,34.3%,48.0%,0.88
Masters,73,29,44,39.7%,69-101,40.6%,744-869,46.1%,15-12,55.6%,73,72.3%,19.8%,3.4%,4.3%,60.1%,67.7%,48.3%,59.9%,36.3%,48.1%,0.91
Other Tours,388,198,190,51.0%,432-436,49.8%,4119-4164,49.7%,63-59,51.6%,381,75.3%,24.3%,4.6%,4.4%,60.2%,69.5%,49.8%,61.6%,38.1%,49.8%,0.99
Best of 5,83,30,53,36.1%,110-173,38.9%,1217-1448,45.7%,15-20,42.9%,83,73.8%,17.9%,5.1%,4.0%,61.0%,68.6%,49.2%,61.0%,34.3%,48.0%,0.88
Best of 3,461,227,234,49.2%,501-537,48.3%,4863-5033,49.1%,78-71,52.3%,454,74.8%,23.6%,4.4%,4.4%,60.2%,69.2%,49.5%,61.3%,37.8%,49.6%,0.98
Finals,11,6,5,54.5%,12-13,48.0%,119-128,48.2%,4-4,50.0%,11,74.8%,22.0%,4.0%,3.3%,63.1%,70.9%,50.0%,63.2%,38.4%,50.1%,1.04
Semi-finals,27,11,16,40.7%,24-38,38.7%,279-317,46.8%,4-8,33.3%,26,73.0%,22.3%,4.9%,4.2%,60.9%,70.2%,45.8%,60.7%,37.5%,48.9%,0.95
Quarter-finals,54,27,27,50.0%,61-64,48.8%,592-598,49.7%,11-7,61.1%,52,73.2%,25.7%,3.9%,4.2%,60.2%,67.9%,50.4%,60.9%,39.3%,50.0%,1.01
vs Righties,484,236,248,48.8%,558-623,47.2%,5467-5738,48.8%,82-83,49.7%,477,74.6%,23.1%,4.5%,4.2%,60.6%,69.0%,49.4%,61.2%,37.4%,49.4%,0.97
vs Lefties,60,21,39,35.0%,53-87,37.9%,613-743,45.2%,11-8,57.9%,60,74.7%,16.2%,5.0%,4.8%,58.9%,69.7%,49.7%,61.5%,34.3%,48.0%,0.89
vs Top 10,42,5,37,11.9%,19-91,17.3%,364-637,36.4%,6-3,66.7%,42,61.1%,11.7%,3.7%,4.6%,60.2%,62.2%,44.4%,55.1%,31.9%,44.0%,0.71
