Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,17,4,13,23.5%,6,2,4,33.3%,2002,2014,R32,17,0.81,5.1%,4.2%,62.1%,63.6%,46.1%,57.0%,34.7%,54.1%,41.2%
Roland Garros,14,Clay,30,16,14,53.3%,16,9,7,56.3%,2001,2016,R16,30,1.03,4.7%,4.0%,60.4%,70.6%,51.7%,63.1%,38.0%,63.4%,37.0%
Wimbledon,13,Grass,19,6,13,31.6%,8,2,6,25.0%,2002,2016,R32,19,0.85,5.8%,3.4%,64.1%,69.8%,51.1%,63.1%,31.2%,58.6%,41.9%
US Open,14,Hard,19,5,14,26.3%,5,2,3,40.0%,2002,2016,R16,17,0.73,4.9%,4.7%,57.5%,68.6%,45.6%,58.8%,30.1%,48.3%,39.8%
Barcelona,16,Clay,35,19,16,54.3%,11,6,5,54.5%,2001,2017,SF,35,1.02,3.9%,3.4%,62.6%,68.8%,48.7%,61.3%,39.4%,60.7%,35.3%
Buenos Aires,15,Clay,25,10,15,40.0%,7,4,3,57.1%,2002,2016,SF,24,0.92,3.9%,3.9%,61.3%,67.7%,46.9%,59.7%,37.0%,52.1%,35.2%
Bucharest,11,Clay,24,14,10,58.3%,7,4,3,57.1%,2001,2011,W,24,1.08,3.8%,3.2%,61.6%,67.5%,52.5%,61.7%,41.1%,52.7%,43.8%
Acapulco,11,Clay,24,13,11,54.2%,10,6,4,60.0%,2002,2012,F,24,0.96,6.6%,3.8%,63.1%,70.3%,49.8%,62.7%,35.7%,57.9%,41.8%
Estoril,10,Clay,25,17,8,68.0%,10,6,4,60.0%,2001,2016,W,25,1.12,4.3%,4.2%,60.4%,69.3%,52.3%,62.6%,41.8%,60.1%,42.5%
Valencia,9,Hard,15,6,9,40.0%,3,1,2,33.3%,2003,2015,F,14,0.91,4.2%,3.7%,60.9%,65.8%,49.2%,59.3%,37.1%,54.2%,37.6%
