Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,132,84,48,63.6%,180-116,60.8%,1469-1209,54.9%,14-14,50.0%,0,,,,,,,,,,,
Clay,140,93,47,66.4%,195-115,62.9%,1571-1249,55.7%,18-14,56.3%,1,14.3%,14.3%,2.2%,0.0%,44.4%,45.0%,24.0%,33.3%,41.8%,38.4%,0.63
Grass,5,4,1,80.0%,8-4,66.7%,60-53,53.1%,1-0,100.0%,0,,,,,,,,,,,
Finals,18,12,6,66.7%,24-16,60.0%,188-165,53.3%,1-1,50.0%,0,,,,,,,,,,,
Semi-finals,27,18,9,66.7%,38-22,63.3%,305-246,55.4%,3-3,50.0%,0,,,,,,,,,,,
Quarter-finals,46,27,19,58.7%,57-47,54.8%,513-471,52.1%,7-7,50.0%,0,,,,,,,,,,,
vs Righties,189,114,75,60.3%,241-180,57.2%,2051-1819,53.0%,22-22,50.0%,0,,,,,,,,,,,
vs Lefties,23,13,10,56.5%,29-24,54.7%,253-229,52.5%,2-2,50.0%,0,,,,,,,,,,,
