Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Las Palmas de Gran Canaria R32,L vs Bronzetti,70% (7/10),64% (7/11),1/3,0/2,0% (0/7),1/3,1/2,33% (3/9),56% (5/9)
2019 W25 Moscow QF,L vs Kan,29% (2/7),100% (4/4),0/0,0/0,36% (4/11),1/3,0/1,- (0/0),- (0/0)
2019 W25 Getxo QF,L vs Burillo Escorihuela,50% (2/4),20% (1/5),0/0,0/0,0% (0/6),0/2,0/1,- (0/0),- (0/0)
2019 W25 Getxo R16,W vs Stadler,88% (7/8),56% (5/9),2/5,1/4,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Denain R16,L vs Errani,40% (4/10),55% (6/11),0/0,0/0,18% (2/11),0/3,0/1,20% (1/5),25% (1/4)
2019 W25 Denain R32,W vs Bencheikh,78% (7/9),63% (5/8),2/4,1/1,67% (6/9),0/0,0/0,67% (4/6),60% (3/5)
2019 W25 Darmstadt R16,W vs Lansere,88% (7/8),50% (5/10),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2019 W25 Ystad R16,W vs Burger,44% (7/16),64% (7/11),2/3,1/1,64% (7/11),0/1,0/0,- (0/0),- (0/0)
2019 W25 Minsk R16,W vs Strakhova,46% (6/13),67% (6/9),2/3,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Minsk R32,W vs Kazionova,86% (6/7),40% (6/15),2/4,1/3,0% (0/3),0/0,0/0,- (0/0),- (0/0)
2019 W25 Minsk R16,L vs Jones,64% (7/11),38% (6/16),1/1,0/0,20% (2/10),2/4,0/1,- (0/0),- (0/0)
2019 W25 Essen Q1,W vs Boehner,67% (6/9),60% (6/10),2/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W25 Khimki R32,L vs Vismane,38% (5/13),15% (2/13),0/0,0/0,62% (8/13),1/3,1/2,- (0/0),- (0/0)
2019 W25 Calvi F,W vs Albie,50% (6/12),50% (6/12),2/5,1/3,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Calvi SF,W vs Brouleau,70% (7/10),60% (9/15),2/4,1/2,50% (7/14),0/1,0/0,- (0/0),- (0/0)
2019 W25 Calvi R16,W vs Bencheikh,88% (7/8),28% (5/18),2/2,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 W25 Calvi R32,W vs Andrianjafitrimo,70% (7/10),71% (5/7),2/3,1/1,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,L vs Hartono,67% (4/6),50% (3/6),0/0,0/0,45% (5/11),1/3,1/2,43% (3/7),43% (3/7)
2019 W25 Kazan R32,L vs Rakhimova,50% (8/16),38% (3/8),1/1,0/0,50% (6/12),2/4,2/3,57% (4/7),57% (4/7)
2019 W25 Moscow SF,L vs Poznikhirenko,44% (4/9),100% (3/3),1/1,0/0,56% (9/16),0/2,0/1,- (0/0),- (0/0)
2019 (32 matches),,60.2%,49.2%,57.6%,55.0%,50.5%,33.3%,44.4%,48.6%,55.6%
2017 (25 matches),,52.7%,50.0%,60.6%,58.3%,47.8%,45.6%,43.8%,35.3%,50.0%
2016 (46 matches),,60.7%,49.5%,57.9%,70.7%,55.7%,47.6%,56.4%,50.0%,49.4%
2015 (12 matches),,59.8%,46.9%,43.3%,37.5%,50.9%,51.6%,50.0%,46.2%,55.6%
2014 (6 matches),,68.8%,47.4%,64.3%,44.4%,39.5%,37.5%,33.3%,-,-
Career (128 matches),,59.2%,49.1%,56.2%,56.2%,51.9%,44.9%,49.5%,48.6%,51.4%
