Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1996,486,46,,,,,,,,,,,,
1995,111,,72,1798,63,1746,111,1681,33,1764,523,64,,
1993,93,,113,1730,105,1677,120,1663,48,1695,179,362,,
1992,75,,78,1788,70,1758,156,1615,34,1748,544,33,,
1991,13,,19,1951,15,1921,113,1670,14,1829,231,195,,
1990,47,,48,1845,38,1805,92,1657,23,1768,179,252,,
1989,89,,56,1807,58,1738,113,1625,29,1750,173,,,
1988,36,,61,1814,38,1795,,,35,1737,284,,,
1987,60,,59,1797,46,1766,120,1605,60,1663,953,,,
1986,70,,114,1688,98,1647,140,1525,97,1587,468,,,
1985,428,,,,,,,,,,,,,
1984,418,,,,,,,,,,,,,
