Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,24,15,9,62.5%,15,8,7,53.3%,1992,2001,SF,23,1.09,7.9%,4.1%,62.5%,77.9%,44.9%,65.5%,37.6%,58.3%,46.5%
Roland Garros,8,Clay,20,12,8,60.0%,10,3,7,30.0%,1994,2001,SF,20,1.07,6.7%,4.0%,62.1%,74.5%,47.4%,64.3%,38.1%,64.7%,36.2%
Wimbledon,9,Grass,38,29,9,76.3%,30,19,11,63.3%,1993,2001,F,36,1.19,8.2%,4.1%,63.8%,77.0%,51.4%,67.7%,38.4%,66.4%,42.9%
US Open,9,Hard,27,20,7,74.1%,13,8,5,61.5%,1993,2001,W,27,1.30,8.9%,3.7%,63.2%,79.7%,52.4%,69.7%,39.5%,65.5%,43.1%
Olympics,1,,2,1,1,50.0%,1,0,1,0.0%,2000,2000,R32,0,,,,,,,,,,
Davis Cup,7,,28,18,10,64.3%,15,9,6,60.0%,1994,2001,,0,,,,,,,,,,
Canada Masters,8,Hard,27,20,7,74.1%,11,5,6,45.5%,1994,2001,W,27,1.29,8.5%,4.5%,60.9%,76.0%,56.1%,68.2%,41.0%,66.4%,49.2%
Cincinnati Masters,8,Hard,26,19,7,73.1%,11,7,4,63.6%,1993,2001,W,26,1.28,10.3%,4.8%,60.9%,79.0%,56.3%,70.1%,38.1%,58.2%,33.0%
Indian Wells Masters,8,Hard,17,9,8,52.9%,7,3,4,42.9%,1993,2001,QF,17,0.98,9.4%,3.9%,62.1%,74.9%,51.3%,66.0%,33.3%,63.3%,44.9%
Miami Masters,7,Hard,20,13,7,65.0%,4,1,3,25.0%,1994,2001,SF,20,1.07,7.0%,4.7%,63.5%,73.1%,46.3%,63.3%,39.3%,58.0%,43.7%
Queen's Club,6,Grass,14,8,6,57.1%,3,2,1,66.7%,1992,1998,QF,14,1.16,6.6%,5.1%,62.0%,74.7%,51.2%,65.8%,39.7%,50.8%,40.5%
Rome Masters,6,Clay,12,6,6,50.0%,3,2,1,66.7%,1994,2000,F,12,1.11,8.0%,4.4%,62.1%,76.0%,49.2%,65.8%,37.9%,63.3%,37.8%
