Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2004,,,,,,,,,,,1211,10,,
2001,7,2785,5,2031,7,1962,29,1838,3,1937,120,535,,
2000,15,1535,11,1959,18,1874,32,1833,5,1898,121,501,,
1999,16,1731,3,2085,3,2033,5,1984,2,1954,19,2214,,
1998,4,3315,4,2074,2,2059,14,1921,6,1913,16,2179,,
1997,2,3210,2,2075,3,2032,9,1969,6,1907,12,2498,,
1996,62,741,43,1870,30,1840,79,1749,27,1775,30,1675,,
1995,66,,22,1913,15,1904,49,1802,26,1779,30,1563,,
1994,20,,22,1937,21,1905,45,1802,19,1826,60,966,,
1993,66,,43,1870,39,1818,,,55,1681,64,978,,
1992,243,,217,1560,177,1563,231,1498,144,1475,225,219,,
1991,293,,,,,,,,,,434,61,,
1990,751,,,,,,,,,,664,15,,
