Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2001 Masters Cup RR,L vs Agassi,1.07,0.72,51.1,2.8,5.9%,55.9%,9.4%,37.5%,42.3%,29.2%
2001 Masters Cup RR,L vs Hewitt,0.90,0.72,44.1,2.5,0.0%,51.4%,3.1%,53.1%,26.8%,50.0%
2001 Cincinnati SF,W vs Hewitt,1.30,1.64,44.8,3.2,10.0%,73.3%,11.5%,65.4%,41.4%,34.6%
2001 Canada SF,W vs Santoro,1.11,1.76,42.2,2.4,13.3%,70.0%,4.0%,68.0%,46.4%,52.0%
2001 Wimbledon F,L vs Ivanisevic,0.86,0.91,57.3,4.6,10.5%,65.8%,7.8%,73.4%,31.4%,33.3%
2001 Wimbledon SF,W vs Agassi,1.21,1.14,55.1,17.1,21.7%,65.1%,15.4%,62.8%,27.1%,41.9%
2001 Wimbledon QF,W vs Enqvist,1.08,1.64,29.6,2.0,14.6%,75.0%,17.4%,69.6%,31.4%,53.2%
2001 Miami SF,L vs Agassi,1.13,0.66,45.3,2.0,12.2%,58.5%,10.5%,50.0%,24.3%,28.6%
2001 Miami R16,W vs Corretja,1.24,1.64,43.9,2.1,3.0%,63.6%,7.1%,67.9%,48.4%,42.3%
2001 Australian Open SF,L vs Agassi,0.95,0.74,47.5,4.1,15.2%,73.4%,13.5%,58.1%,23.4%,29.6%
2001 Australian Open QF,W vs Hrbaty,1.03,1.36,40.9,3.3,11.3%,67.7%,8.9%,67.9%,37.9%,47.5%
2000 Wimbledon SF,W vs Agassi,1.15,1.16,47.1,2.3,8.1%,67.4%,12.3%,63.0%,31.6%,38.4%
1999 Cincinnati SF,W vs Kafelnikov,1.26,3.37,36.4,2.0,34.8%,82.6%,15.0%,85.0%,42.9%,44.0%
1999 Wimbledon SF,L vs Agassi,0.96,0.57,42.6,2.7,3.3%,62.3%,12.7%,61.8%,23.4%,21.4%
1999 Rome SF,W vs Mantilla,1.20,1.53,48.7,2.1,3.0%,75.8%,6.7%,63.3%,45.2%,31.0%
1998 US Open F,W vs Philippoussis,0.92,1.67,33.0,2.2,6.5%,76.1%,7.5%,72.5%,45.0%,47.4%
1998 US Open SF,W vs Sampras,1.01,1.26,43.9,4.2,8.1%,64.9%,8.2%,78.7%,37.0%,35.1%
1998 US Open QF,W vs Bjorkman,1.16,1.62,28.5,2.1,8.3%,81.3%,0.0%,55.6%,39.6%,47.7%
1998 Long Island F,W vs Mantilla,1.42,2.37,41.7,2.1,18.8%,78.1%,20.7%,75.9%,35.3%,41.2%
1998 Cincinnati SF,W vs Kafelnikov,0.96,2.21,46.0,2.4,16.0%,76.0%,4.5%,81.8%,35.7%,64.0%
2001 (11 matches),,1.05,1.06,46.7,2.9,12.2%,66.2%,10.8%,62.1%,32.5%,39.8%
2000 (1 matches),,1.15,1.16,47.1,2.3,8.1%,67.4%,12.3%,63.0%,31.6%,38.4%
1999 (3 matches),,1.10,1.14,43.0,2.2,9.4%,70.1%,11.4%,66.7%,34.9%,30.2%
1998 (6 matches),,1.08,1.76,37.4,2.4,9.3%,75.3%,9.2%,72.8%,38.6%,45.7%
1997 (7 matches),,1.06,0.99,39.8,2.3,10.0%,63.8%,4.3%,63.1%,35.7%,32.1%
Career (33 matches),,1.06,1.11,42.9,2.5,10.4%,66.8%,8.5%,64.6%,34.6%,37.3%
