Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2001 Masters Cup RR,L vs Hewitt,71.6%,46.6%,7.4%,2/4,1.67,10.2%,61.5%,58.3%,7.7%,1.50,13.3%,91.9%,38.2%,8.1%,1.87,5.3%
2001 Masters Cup RR,L vs Agassi,88.0%,40.9%,24.0%,5/7,1.13,0.0%,92.9%,38.5%,25.0%,1.08,0.0%,81.8%,44.4%,22.7%,1.21,0.0%
2001 Cincinnati F,L vs Kuerten,46.8%,50.0%,23.4%,3/8,1.75,9.1%,36.0%,55.6%,24.0%,1.62,15.4%,76.5%,46.2%,29.4%,1.94,0.0%
2001 Cincinnati SF,W vs Hewitt,72.7%,45.0%,12.7%,4/3,1.68,10.0%,81.5%,50.0%,11.1%,1.57,7.1%,72.0%,38.9%,16.0%,1.78,12.5%
2001 Canada F,L vs Pavel,69.5%,43.9%,6.3%,2/4,1.31,32.6%,60.4%,37.5%,3.8%,1.37,50.0%,85.0%,50.0%,10.0%,1.24,10.0%
2001 Canada SF,W vs Santoro,71.7%,60.5%,9.4%,1/4,1.56,23.1%,75.7%,57.1%,8.1%,1.46,33.3%,76.9%,70.0%,15.4%,1.79,0.0%
2001 Wimbledon F,L vs Ivanisevic,45.1%,50.0%,13.4%,10/12,1.51,15.2%,40.7%,45.9%,12.1%,1.53,27.3%,64.9%,54.1%,19.3%,1.47,0.0%
2001 Wimbledon SF,W vs Agassi,72.7%,45.8%,15.2%,10/10,1.34,10.7%,73.9%,49.2%,12.5%,1.29,15.0%,72.1%,38.7%,20.9%,1.38,6.8%
2001 Wimbledon QF,W vs Enqvist,62.2%,45.9%,10.2%,2/8,1.73,2.5%,55.3%,38.1%,18.4%,1.74,3.7%,85.1%,50.0%,6.4%,1.69,0.0%
2001 Halle QF,W vs Federer,56.9%,48.4%,13.8%,2/13,1.60,24.0%,49.2%,32.3%,11.1%,1.52,30.3%,72.1%,64.5%,18.6%,1.75,11.8%
2001 Miami SF,L vs Agassi,75.0%,35.2%,30.6%,5/17,1.87,10.0%,70.6%,30.6%,15.7%,1.77,14.3%,85.7%,44.4%,66.7%,2.00,4.5%
2001 Miami R16,W vs Corretja,66.7%,57.9%,5.3%,1/2,1.64,19.4%,61.9%,46.2%,0.0%,100.0%,22.7%,78.1%,64.0%,9.4%,1.90,11.1%
2001 Australian Open SF,L vs Agassi,66.2%,36.7%,10.8%,5/11,1.76,7.4%,66.0%,32.9%,2.8%,1.30,7.4%,71.8%,46.4%,33.3%,2.10,7.3%
2001 Australian Open QF,W vs Hrbaty,66.9%,55.3%,12.6%,6/10,1.76,2.9%,64.2%,55.8%,6.0%,1.57,5.7%,79.2%,54.8%,22.6%,1.96,0.0%
2000 Lyon F,L vs Clement,74.7%,47.9%,11.6%,3/8,1.73,7.7%,68.3%,43.9%,11.7%,1.65,11.5%,88.2%,53.3%,11.8%,1.90,0.0%
2000 Wimbledon F,L vs Sampras,32.8%,42.9%,13.3%,5/12,1.47,10.6%,34.8%,34.8%,9.1%,1.29,6.5%,57.6%,52.6%,33.3%,1.63,14.3%
2000 Wimbledon SF,W vs Agassi,69.1%,42.9%,12.5%,10/9,1.42,9.4%,70.3%,43.8%,15.4%,1.46,10.6%,77.4%,41.5%,9.4%,1.35,7.5%
1999 Cincinnati F,L vs Sampras,35.4%,43.5%,9.2%,0/6,1.29,12.5%,38.9%,50.0%,13.9%,100.0%,30.0%,69.2%,33.3%,7.7%,1.50,0.0%
1999 Cincinnati SF,W vs Kafelnikov,60.4%,65.6%,7.5%,0/4,1.53,0.0%,50.0%,56.3%,9.4%,1.42,0.0%,88.9%,75.0%,5.6%,1.71,0.0%
1999 Wimbledon QF,W vs Martin,45.1%,48.3%,12.0%,6/10,1.57,10.1%,50.0%,48.4%,12.9%,1.50,10.0%,87.9%,48.3%,24.2%,1.66,10.3%
Career (55 matches),,60.7%,47.4%,12.1%,35.5%,1.56,14.1%,60.3%,43.4%,10.5%,1.48,18.5%,78.1%,52.5%,18.2%,1.65,8.0%
