Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2001 Masters Cup RR,L vs Agassi,24,17,1.4,20.7%,14.7%,19,10,1.9,18.3%,9.6%,14.4%,3.8%,1.6,20.7%,12.9%
2001 Masters Cup RR,L vs Hewitt,25,32,0.8,17.0%,21.8%,24,30,0.8,17.6%,22.1%,6.6%,11.0%,2.3,19.0%,8.2%
2001 Cincinnati Masters F,L vs Kuerten,10,5,2.0,15.4%,7.7%,9,3,3.0,17.0%,5.7%,3.8%,13.2%,3.8,35.4%,9.2%
2001 Cincinnati Masters SF,W vs Hewitt,24,16,1.5,21.6%,14.4%,18,14,1.3,18.4%,14.3%,8.2%,10.2%,1.4,19.8%,14.4%
2001 Canada Masters F,L vs Pavel,40,27,1.5,23.5%,15.9%,27,24,1.1,18.5%,16.4%,9.6%,8.9%,1.7,18.2%,10.6%
2001 Canada Masters SF,W vs Santoro,32,19,1.7,29.6%,17.6%,27,18,1.5,27.3%,18.2%,17.2%,10.1%,0.6,7.4%,12.0%
2001 Wimbledon F,L vs Ivanisevic,62,17,3.6,20.4%,5.6%,49,13,3.8,20.1%,5.3%,10.7%,9.4%,1.9,22.7%,12.2%
2001 Wimbledon SF,W vs Agassi,71,38,1.9,24.2%,13.0%,41,29,1.4,16.6%,11.7%,6.9%,8.1%,2.1,19.8%,9.2%
2001 Wimbledon QF,W vs Enqvist,32,20,1.6,16.7%,10.4%,17,15,1.1,11.1%,9.8%,5.2%,5.9%,0.9,17.7%,19.8%
2001 Halle QF,W vs Federer,48,13,3.7,23.0%,6.2%,42,7,6.0,22.6%,3.8%,10.8%,9.1%,5.1,19.6%,3.8%
2001 Miami Masters SF,L vs Agassi,29,19,1.5,19.2%,12.6%,20,15,1.3,14.7%,11.0%,9.6%,4.4%,2.6,15.2%,6.0%
2001 Miami Masters R16,W vs Corretja,20,23,0.9,16.9%,19.5%,17,16,1.1,16.8%,15.8%,9.9%,5.0%,0.8,16.9%,20.3%
2001 Australian Open SF,L vs Agassi,73,59,1.2,24.3%,19.6%,51,53,1.0,19.6%,20.4%,13.8%,5.4%,2.6,17.9%,7.0%
2001 Australian Open QF,W vs Hrbaty,44,30,1.5,18.0%,12.3%,32,24,1.3,15.1%,11.3%,9.9%,5.2%,0.6,15.2%,23.4%
2000 Lyon F,L vs Clement,37,23,1.6,21.9%,13.6%,27,21,1.3,17.6%,13.7%,7.8%,7.2%,1.7,17.2%,10.1%
2000 Wimbledon F,L vs Sampras,30,24,1.3,16.9%,13.5%,21,20,1.1,15.7%,14.9%,6.0%,9.7%,1.5,27.5%,18.0%
2000 Wimbledon SF,W vs Agassi,78,45,1.7,24.5%,14.1%,61,38,1.6,21.8%,13.6%,13.2%,6.8%,1.9,19.7%,10.7%
1999 Cincinnati Masters F,L vs Sampras,9,6,1.5,9.3%,6.2%,6,5,1.2,7.6%,6.3%,3.8%,3.8%,1.9,23.7%,12.4%
1999 Cincinnati Masters SF,W vs Kafelnikov,23,6,3.8,24.5%,6.4%,12,5,2.4,16.0%,6.7%,10.7%,5.3%,0.7,13.8%,19.1%
1999 Wimbledon SF,L vs Agassi,39,29,1.3,19.0%,14.1%,30,27,1.1,16.3%,14.7%,9.2%,4.9%,4.8,23.4%,4.9%
Career (55 matches),,1914,1271,1.5,20.1%,13.4%,1464,1045,1.4,17.7%,12.6%,9.5%,7.6%,1.5,18.7%,12.8%
