Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,319,212,107,66.5%,513-308,62.5%,4337-3692,54.0%,74-68,52.1%,303,84.8%,23.2%,8.8%,4.4%,61.8%,75.6%,52.1%,66.6%,37.9%,52.1%,1.14
Clay,70,36,34,51.4%,99-97,50.5%,991-938,51.4%,15-19,44.1%,68,79.9%,23.2%,7.3%,4.8%,60.1%,72.8%,49.1%,63.4%,38.0%,50.9%,1.04
Grass,99,74,25,74.7%,201-93,68.4%,1647-1312,55.7%,40-22,64.5%,87,88.1%,22.2%,8.8%,4.2%,63.5%,77.7%,53.1%,68.7%,37.7%,52.9%,1.21
Carpet,63,37,26,58.7%,78-67,53.8%,739-697,51.5%,15-14,51.7%,54,84.4%,17.9%,10.2%,4.9%,61.9%,75.8%,51.0%,66.4%,34.7%,50.8%,1.03
Grand Slams,109,76,33,69.7%,258-142,64.5%,2135-1757,54.9%,38-30,55.9%,106,85.7%,23.6%,8.0%,4.0%,63.0%,77.4%,49.4%,67.0%,38.5%,52.7%,1.17
Masters,122,76,46,62.3%,171-120,58.8%,1527-1323,53.6%,23-25,47.9%,121,84.2%,22.6%,8.5%,4.6%,61.5%,75.5%,51.7%,66.3%,37.7%,51.8%,1.12
Other Tours,286,187,99,65.4%,400-259,60.7%,3516-3066,53.4%,74-61,54.8%,279,84.5%,22.0%,9.2%,4.7%,61.3%,74.8%,53.2%,66.4%,37.1%,51.6%,1.11
Best of 5,134,90,44,67.2%,307-181,62.9%,2584-2185,54.2%,47-37,56.0%,107,85.6%,23.5%,8.0%,4.0%,63.1%,77.2%,49.4%,67.0%,38.4%,52.7%,1.16
Best of 3,417,269,148,64.5%,584-384,60.3%,5130-4454,53.5%,97-86,53.0%,405,84.3%,22.1%,9.0%,4.6%,61.3%,74.9%,52.7%,66.3%,37.3%,51.7%,1.11
Finals,26,12,14,46.2%,29-37,43.9%,332-346,49.0%,8-10,44.4%,25,82.1%,17.9%,8.3%,4.3%,62.7%,73.9%,51.1%,65.4%,35.4%,50.3%,1.02
Semi-finals,41,25,16,61.0%,59-47,55.7%,565-522,52.0%,8-14,36.4%,40,85.2%,19.5%,9.5%,4.0%,63.5%,74.7%,50.7%,65.9%,35.3%,50.7%,1.03
Quarter-finals,66,41,25,62.1%,100-68,59.5%,883-787,52.9%,24-16,60.0%,64,83.5%,21.2%,9.0%,4.3%,62.0%,75.3%,50.8%,66.0%,37.0%,51.3%,1.09
vs Righties,459,297,162,64.7%,734-469,61.0%,6343-5489,53.6%,124-96,56.4%,428,84.3%,22.5%,8.7%,4.4%,61.8%,75.4%,51.7%,66.3%,37.6%,51.9%,1.12
vs Lefties,91,61,30,67.0%,155-96,61.8%,1358-1143,54.3%,20-27,42.6%,83,86.3%,22.8%,8.5%,4.5%,62.0%,77.0%,51.8%,67.4%,37.4%,52.3%,1.15
vs Top 10,84,35,49,41.7%,96-131,42.3%,1097-1192,47.9%,18-25,41.9%,75,81.6%,13.9%,8.2%,4.4%,61.8%,73.6%,49.4%,64.3%,32.9%,48.9%,0.92
