Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,23,7,16,30.4%,23-37,38.3%,286-323,47.0%,6-5,54.5%,23,82.1%,12.3%,14.5%,3.3%,63.0%,74.9%,49.9%,65.6%,32.4%,48.9%,0.94
Clay,15,9,6,60.0%,20-15,57.1%,179-177,50.3%,4-2,66.7%,14,81.5%,19.4%,8.3%,3.2%,64.9%,72.9%,48.8%,64.4%,36.1%,49.9%,1.02
Grass,4,1,3,25.0%,5-8,38.5%,63-72,46.7%,2-3,40.0%,4,77.3%,15.6%,11.5%,3.9%,60.3%,71.5%,47.8%,62.1%,36.3%,49.5%,0.96
Grand Slams,8,4,4,50.0%,14-12,53.8%,129-133,49.2%,3-2,60.0%,8,80.6%,17.6%,15.6%,2.3%,62.6%,75.4%,51.9%,66.6%,36.1%,50.5%,1.08
Masters,16,8,8,50.0%,18-21,46.2%,193-205,48.5%,6-2,75.0%,16,82.9%,13.7%,10.5%,4.7%,61.9%,74.0%,47.7%,64.0%,34.6%,49.2%,0.96
Other Tours,18,5,13,27.8%,16-27,37.2%,206-234,46.8%,3-6,33.3%,17,80.3%,14.7%,11.5%,2.5%,65.1%,72.7%,49.1%,64.5%,32.6%,48.7%,0.92
Best of 5,7,3,4,42.9%,12-12,50.0%,116-124,48.3%,3-2,60.0%,7,78.6%,17.8%,15.5%,2.4%,62.4%,74.7%,49.8%,65.3%,36.1%,50.0%,1.04
Best of 3,35,14,21,40.0%,36-48,42.9%,412-448,47.9%,9-8,52.9%,34,82.1%,14.3%,11.1%,3.6%,63.5%,73.6%,49.0%,64.6%,33.7%,49.1%,0.95
Quarter-finals,3,0,3,0.0%,1-6,14.3%,29-43,40.3%,1-1,50.0%,3,76.5%,5.6%,10.9%,3.8%,64.4%,70.1%,44.7%,61.1%,26.3%,44.7%,0.68
vs Righties,36,13,23,36.1%,38-55,40.9%,443-497,47.1%,10-8,55.6%,35,79.6%,15.0%,12.7%,3.4%,63.4%,73.1%,48.1%,63.9%,34.2%,48.9%,0.95
vs Lefties,5,3,2,60.0%,8-5,61.5%,72-66,52.2%,1-2,33.3%,5,89.7%,15.7%,7.7%,3.0%,63.7%,76.6%,53.8%,68.4%,35.0%,51.2%,1.11
vs Top 10,7,2,5,28.6%,6-13,31.6%,83-104,44.4%,1-1,50.0%,7,81.3%,8.5%,8.9%,4.2%,61.4%,73.9%,48.2%,64.0%,31.7%,47.5%,0.88
