Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,11,2,9,18.2%,7-18,28.0%,114-133,46.2%,0-3,0.0%,10,84.0%,11.2%,16.3%,0.9%,66.8%,74.3%,55.3%,68.0%,30.3%,48.8%,0.94,R16 (2x)
2025,39,17,22,43.6%,49-55,47.1%,514-557,48.0%,14-8,63.6%,39,80.7%,14.9%,10.7%,3.8%,62.3%,74.0%,48.1%,64.2%,34.7%,49.3%,0.97,QF (3x)
2024,48,26,22,54.2%,66-59,52.8%,637-629,50.3%,11-14,44.0%,48,84.0%,17.6%,11.8%,3.6%,64.0%,74.7%,50.3%,65.9%,34.4%,50.2%,1.01,W (Canada Masters)
2023,47,24,23,51.1%,63-62,50.4%,653-653,50.0%,17-15,53.1%,46,84.5%,15.4%,11.6%,3.3%,61.7%,76.4%,49.7%,66.2%,33.7%,50.1%,1.00,W (Umag)
2022,22,5,17,22.7%,18-38,32.1%,269-319,45.7%,6-9,40.0%,22,79.9%,12.2%,10.2%,4.5%,61.1%,72.9%,47.0%,62.9%,32.7%,48.0%,0.88,R16 (2x)
2021,44,22,22,50.0%,56-57,49.6%,588-594,49.7%,23-13,63.9%,44,83.0%,16.2%,11.1%,4.5%,59.3%,74.6%,52.5%,65.6%,34.0%,49.8%,0.99,W (Singapore)
2020,7,2,5,28.6%,7-13,35.0%,87-103,45.8%,2-3,40.0%,7,80.4%,10.8%,9.6%,5.7%,62.8%,72.3%,50.9%,64.4%,31.9%,48.4%,0.89,R32 (4x)
2019,30,12,18,40.0%,36-43,45.6%,401-430,48.3%,13-10,56.5%,30,81.8%,14.7%,9.3%,4.3%,61.0%,73.7%,51.7%,65.1%,32.8%,49.2%,0.94,QF (Atlanta)
2018,6,1,5,16.7%,4-11,26.7%,58-87,40.0%,2-1,66.7%,6,68.6%,11.1%,11.7%,6.9%,55.8%,71.3%,42.0%,58.3%,29.3%,44.5%,0.70,R16 (Basel)
Career,254,111,143,43.7%,306-356,46.2%,3321-3505,48.7%,88-76,53.7%,252,82.4%,15.1%,11.1%,4.0%,61.7%,74.5%,50.1%,65.1%,33.6%,49.4%,0.96,
