Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Doha R32,W vs Zayid,37.5%,52.5%,66.7%,40.0%,51.9%,59.3%,69.2%,55.6%,60.0%,58.3%,0.0%,8.3%,41.7%,63.6%,-33
2025 Athens R32,L vs Korda,40.7%,48.8%,46.8%,44.4%,58.2%,65.5%,47.8%,64.0%,38.5%,55.2%,66.7%,11.1%,22.2%,45.8%,-12
2025 US Open R64,L vs Sinner,21.3%,32.0%,38.2%,27.7%,27.3%,40.9%,46.9%,38.2%,47.4%,20.0%,20.0%,14.8%,22.2%,26.1%,24
2025 Wimbledon R128,L vs Fery,37.1%,50.0%,39.7%,41.9%,49.3%,65.8%,40.5%,57.5%,45.9%,50.0%,50.0%,21.7%,30.4%,38.9%,69
2025 Monte Carlo QF,L vs Davidovich Fokina,35.1%,45.6%,37.5%,38.8%,44.4%,52.8%,40.0%,50.3%,56.3%,65.0%,75.0%,25.0%,43.8%,33.3%,102
2025 Monte Carlo R16,W vs Ruud,20.5%,35.9%,55.7%,32.0%,24.7%,46.6%,65.5%,43.0%,44.1%,71.8%,66.7%,15.4%,20.5%,39.4%,32
2024 Brisbane R32,L vs Arnaldi,29.3%,46.3%,44.4%,35.4%,37.9%,55.2%,44.4%,46.6%,33.3%,41.2%,66.7%,10.0%,30.0%,44.4%,-26
2024 Paris R16,L vs Khachanov,25.8%,37.1%,48.4%,34.4%,38.5%,53.8%,56.3%,53.1%,66.7%,38.7%,40.0%,8.6%,14.3%,40.6%,-29
2024 US Open R32,W vs Djokovic,29.9%,41.7%,49.4%,36.7%,40.5%,54.1%,56.8%,52.2%,45.9%,51.4%,16.7%,17.0%,27.7%,41.0%,48
2024 Cincinnati R64,L vs Monfils,29.6%,42.6%,43.2%,33.3%,42.9%,54.3%,40.0%,48.6%,42.1%,62.5%,50.0%,5.6%,22.2%,47.1%,-60
2024 Canada F,W vs Rublev,29.7%,40.6%,52.4%,35.2%,44.7%,63.2%,71.4%,53.9%,59.1%,37.5%,0.0%,8.7%,8.7%,33.3%,-33
2024 Canada SF,W vs Korda,34.3%,40.0%,50.0%,39.0%,43.9%,51.2%,69.6%,52.0%,33.3%,65.0%,66.7%,26.1%,30.4%,23.5%,109
2024 Canada QF,W vs Hurkacz,33.3%,45.7%,51.6%,41.0%,43.5%,56.5%,53.8%,55.2%,33.3%,51.5%,75.0%,16.7%,30.0%,48.0%,35
2024 Canada R64,W vs Machac,45.8%,60.4%,71.4%,54.8%,58.3%,79.2%,90.0%,76.3%,33.3%,41.7%,100.0%,42.1%,52.6%,54.5%,237
2024 Olympics R16,L vs Zverev,33.8%,47.3%,41.9%,41.1%,43.8%,56.3%,48.1%,55.0%,50.0%,61.5%,100.0%,20.0%,40.0%,31.3%,51
2024 Wimbledon R32,L vs Djokovic,36.8%,46.6%,48.8%,46.2%,42.9%,56.1%,53.6%,55.6%,52.1%,42.0%,75.0%,22.6%,22.6%,37.5%,94
2024 Roland Garros R128,L vs Kokkinakis,18.6%,34.1%,54.3%,28.4%,25.0%,45.2%,56.4%,40.9%,37.0%,56.9%,75.0%,8.9%,17.9%,51.0%,-31
2024 Monte Carlo R16,L vs De Minaur,19.3%,38.6%,46.7%,30.7%,28.9%,47.4%,51.9%,46.1%,42.1%,52.6%,100.0%,0.0%,22.2%,38.9%,-118
2024 Miami R64,W vs Lehecka,45.5%,60.0%,55.2%,50.2%,54.3%,65.7%,50.0%,61.7%,60.0%,55.0%,66.7%,31.6%,52.6%,61.5%,-3
2024 Australian Open R64,L vs Djokovic,26.1%,36.9%,57.7%,32.9%,35.4%,49.2%,57.1%,46.9%,50.0%,39.4%,57.1%,14.3%,21.4%,58.3%,25
Career (37 matches),,30.8%,43.0%,51.6%,38.1%,39.8%,54.5%,56.9%,51.6%,47.3%,51.3%,51.9%,18.7%,28.0%,44.2%,63
