Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,90.0%,0.0%,16.9%,5.1%,47.5%,82.1%,61.3%,71.2%,27.0%,46.6%,0.94,R32 (Manama)
2025,1,0,1,0.0%,1-2,33.3%,10-15,40.0%,0-0,-,1,75.0%,7.7%,11.7%,5.2%,50.6%,84.6%,39.5%,62.3%,31.2%,46.8%,0.83,R16 (Aix-en-Provence)
2023,7,4,3,57.1%,10-7,58.8%,91-80,53.2%,2-2,50.0%,7,89.0%,18.8%,11.8%,2.4%,60.5%,79.8%,55.8%,70.3%,37.3%,52.2%,1.26,QF (2x)
2022,21,14,7,66.7%,32-20,61.5%,280-247,53.1%,7-3,70.0%,21,85.4%,19.5%,10.4%,3.8%,61.8%,75.0%,53.3%,66.7%,36.0%,51.2%,1.08,W (Bordeaux)
2020,10,6,4,60.0%,10-10,50.0%,101-103,49.5%,1-1,50.0%,10,80.6%,18.6%,7.8%,3.8%,55.9%,73.9%,51.1%,63.8%,36.2%,49.9%,1.00,SF (Parma)
2019,6,2,4,33.3%,5-8,38.5%,59-65,47.6%,0-1,0.0%,6,77.8%,15.9%,8.7%,5.9%,58.3%,74.1%,47.5%,63.0%,35.5%,49.2%,0.96,R16 (2x)
2018,37,22,15,59.5%,48-39,55.2%,451-439,50.7%,9-5,64.3%,37,76.3%,24.3%,7.8%,5.1%,57.1%,72.6%,47.7%,61.9%,37.6%,50.2%,0.99,W (Jinan)
2017,2,0,2,0.0%,0-4,0.0%,18-25,41.9%,0-1,0.0%,2,85.7%,0.0%,4.8%,6.9%,58.6%,72.9%,50.0%,63.4%,25.8%,45.8%,0.71,R32 (2x)
2016,2,0,2,0.0%,0-4,0.0%,12-25,32.4%,0-0,-,2,57.9%,5.6%,8.5%,8.5%,53.8%,68.3%,38.9%,54.7%,28.8%,42.1%,0.64,R32 (2x)
Career,87,48,39,55.2%,106-96,52.5%,1031-1012,50.5%,19-14,57.6%,87,80.2%,20.2%,8.9%,4.6%,58.3%,74.1%,49.8%,64.0%,36.3%,50.2%,1.01,
