Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R16,L vs Tiafoe,109.1,116.9,6.6,118.6,114.3,129,97,97.7,7.4,104.2,93.8,110,74
2024 US Open R32,W vs Djokovic,109.6,118.2,7.8,122.1,113.5,131,102,96.0,6.9,103.8,97.5,114,81
2024 US Open R64,W vs Martinez,105.0,112.7,11.8,118.1,104.9,129,75,91.1,11.4,92.3,102.0,109,61
2024 US Open R128,W vs Kwon,107.8,117.9,6.7,119.5,111.4,130,102,96.0,6.4,99.5,93.0,109,83
2024 Wimbledon R32,L vs Djokovic,113.8,117.3,6.3,119.7,113.4,132,103,102.5,8.6,117.5,98.0,118,86
2023 US Open R128,L vs Stricker,110.0,116.6,11.1,121.5,111.2,134,64,97.0,7.5,97.7,93.5,111,79
2022 US Open R64,L vs Schwartzman,113.9,120.9,10.6,126.8,116.4,135,64,98.2,7.6,106.0,98.8,122,86
2022 US Open R128,W vs Tseng,112.0,121.4,12.8,126.3,116.4,154,66,101.3,7.3,109.3,103.7,118,89
2021 US Open R32,L vs Evans,109.5,118.6,8.0,121.7,114.8,133,99,96.0,8.6,105.3,93.0,128,78
2021 US Open R64,W vs Dimitrov,110.1,118.1,8.2,120.9,112.2,130,101,96.3,8.3,106.0,93.8,127,85
2021 US Open R128,W vs Albot,110.4,118.6,12.1,120.4,116.1,132,61,97.1,10.9,96.8,99.9,124,77
2019 US Open R32,L vs Berrettini,108.0,116.5,8.5,122.5,112.1,129,90,92.1,6.7,97.0,98.8,115,78
2019 Wimbledon R64,L vs Medvedev,112.6,121.3,9.0,126.2,116.0,133,97,96.3,8.1,104.4,103.0,133,85
2019 Roland Garros R128,W vs Humbert,114.3,122.4,6.4,,,131,106,97.9,5.0,,,109,85
Career (14 matches),,110.7,118.6,8.9,121.7,113.8,154,61,96.8,7.8,102.5,97.6,133,61
