Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,174,77,97,44.3%,208-237,46.7%,2251-2358,48.8%,65-56,53.7%,173,83.2%,14.8%,11.9%,4.2%,61.5%,75.1%,50.4%,65.6%,33.4%,49.5%,0.97
Clay,56,27,29,48.2%,68-74,47.9%,709-748,48.7%,16-12,57.1%,55,79.9%,17.2%,8.2%,3.5%,61.4%,72.7%,49.6%,63.8%,35.0%,49.3%,0.97
Grass,24,7,17,29.2%,30-45,40.0%,361-399,47.5%,7-8,46.7%,24,81.8%,13.3%,11.6%,3.5%,63.9%,74.3%,49.1%,65.2%,31.9%,48.9%,0.92
Grand Slams,52,24,28,46.2%,94-98,49.0%,975-985,49.7%,23-23,50.0%,52,83.8%,16.4%,11.7%,4.3%,62.3%,75.4%,49.9%,65.8%,34.0%,49.9%,0.99
Masters,75,41,34,54.7%,88-82,51.8%,860-878,49.5%,25-10,71.4%,74,81.4%,16.9%,10.0%,4.0%,60.2%,74.2%,49.0%,64.2%,35.0%,49.8%,0.98
Other Tours,120,42,78,35.0%,117-170,40.8%,1417-1578,47.3%,38-42,47.5%,119,81.8%,13.2%,11.4%,3.8%,62.2%,74.0%,50.7%,65.2%,32.3%,48.8%,0.93
Best of 5,51,23,28,45.1%,92-98,48.4%,962-976,49.6%,23-23,50.0%,51,83.6%,16.4%,11.6%,4.4%,62.3%,75.3%,49.6%,65.6%,34.0%,49.8%,0.99
Best of 3,203,88,115,43.3%,214-258,45.3%,2359-2529,48.3%,65-53,55.1%,201,81.9%,14.6%,10.9%,3.8%,61.5%,74.1%,50.2%,64.9%,33.4%,49.3%,0.95
Finals,3,3,0,100.0%,6-2,75.0%,46-28,62.2%,0-1,0.0%,3,89.2%,36.1%,11.6%,3.3%,61.4%,83.3%,55.4%,72.6%,42.6%,56.6%,1.55
Semi-finals,4,3,1,75.0%,6-3,66.7%,54-49,52.4%,3-2,60.0%,4,83.7%,20.4%,9.1%,4.9%,61.9%,76.4%,49.6%,66.2%,38.4%,51.5%,1.14
Quarter-finals,11,4,7,36.4%,11-15,42.3%,132-150,46.8%,5-3,62.5%,11,80.0%,13.7%,12.9%,3.4%,62.8%,74.9%,48.2%,65.0%,33.1%,49.0%,0.95
vs Righties,220,97,123,44.1%,262-304,46.3%,2847-2997,48.7%,78-64,54.9%,218,82.4%,15.2%,11.1%,4.0%,61.4%,74.6%,50.0%,65.1%,33.7%,49.4%,0.96
vs Lefties,33,13,20,39.4%,42-52,44.7%,461-499,48.0%,9-12,42.9%,33,81.4%,15.2%,10.6%,3.6%,63.8%,73.6%,50.4%,65.2%,33.2%,49.2%,0.95
vs Top 10,32,13,19,40.6%,32-52,38.1%,394-462,46.0%,7-10,41.2%,32,81.7%,11.7%,10.0%,4.4%,61.2%,74.5%,47.8%,64.1%,31.8%,48.2%,0.89
