Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,11,6,5,54.5%,15-12,55.6%,128-115,52.7%,2-1,66.7%,4,42.9%,53.7%,0.0%,6.1%,61.4%,53.5%,38.3%,47.7%,51.8%,49.7%,0.99,SF (W100 Midland MI)
2019,11,7,4,63.6%,15-9,62.5%,132-106,55.5%,1-2,33.3%,5,73.1%,47.2%,0.6%,3.2%,65.0%,63.4%,56.0%,60.8%,49.0%,54.6%,1.25,SF (Houston)
2018,11,3,8,27.3%,9-16,36.0%,100-119,45.7%,1-1,50.0%,2,33.3%,25.0%,1.8%,9.6%,53.5%,54.1%,32.1%,43.9%,40.6%,42.4%,0.72,QF (Charleston SC $80K)
2017,23,16,7,69.6%,34-21,61.8%,279-224,55.5%,4-5,44.4%,0,,,,,,,,,,,,W (Tampico $100K)
2016,4,3,1,75.0%,6-3,66.7%,48-31,60.8%,0-0,-,0,,,,,,,,,,,,SF (Midland MI $100K)
2015,11,8,3,72.7%,18-8,69.2%,141-97,59.2%,1-1,50.0%,0,,,,,,,,,,,,F (Burnie $50K)
2014,50,31,19,62.0%,67-44,60.4%,550-463,54.3%,5-5,50.0%,0,,,,,,,,,,,,W (New Braunfels TX 50K)
2013,40,24,16,60.0%,56-39,58.9%,474-412,53.5%,4-6,40.0%,0,,,,,,,,,,,,F (2x)
2012,23,12,11,52.2%,26-29,47.3%,253-267,48.7%,1-2,33.3%,0,,,,,,,,,,,,F (Charlottesville VA 50K)
2011,24,14,10,58.3%,34-24,58.6%,288-239,54.6%,2-2,50.0%,0,,,,,,,,,,,,F (Midland MI 100K)
2010,32,23,9,71.9%,51-24,68.0%,378-277,57.7%,3-1,75.0%,0,,,,,,,,,,,,W (Atlanta GA 10K)
2009,16,14,2,87.5%,28-12,70.0%,215-153,58.4%,2-1,66.7%,0,,,,,,,,,,,,W (2x)
2008,8,2,6,25.0%,6-12,33.3%,70-87,44.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
2007,26,17,9,65.4%,34-24,58.6%,277-237,53.9%,2-4,33.3%,0,,,,,,,,,,,,W (Monterrey 10K)
2006,9,5,4,55.6%,14-11,56.0%,123-106,53.7%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
Career,299,185,114,61.9%,413-288,58.9%,3456-2933,54.1%,28-33,45.9%,11,56.0%,46.4%,0.6%,5.4%,61.7%,58.2%,44.2%,52.8%,49.0%,50.9%,1.04,
