Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 Wimbledon R128,L vs Kerber,87.3,94.3,4.0,95.7,92.6,100,82,76.9,3.0,76.8,80.0,82,71
2016 Roland Garros R64,L vs Parmentier,82.1,84.8,4.0,,,93,75,75.4,3.8,,,82,69
2016 Australian Open R64,L vs Vinci,85.1,92.6,5.2,,,101,80,77.6,3.2,,,84,72
2015 US Open R64,L vs Williams,87.9,93.3,4.4,,,100,80,80.4,3.2,,,87,73
2015 US Open R128,W vs Crawford,90.7,94.8,4.7,,,103,84,79.3,3.9,,,86,73
2015 Roland Garros R32,L vs Goerges,85.4,90.5,4.1,,,97,82,78.0,2.5,,,83,72
2015 Roland Garros R128,W vs Arcangioli,86.3,92.4,3.6,,,98,85,76.0,2.9,,,84,73
2015 Australian Open R64,L vs Brengle,89.4,92.9,5.0,,,101,73,80.3,3.2,,,84,72
2014 Australian Open R64,L vs Makarova,84.2,,,,,97,,,,,,,69
2012 US Open R128,L vs Puchkova,86.7,,,,,106,,,,,,,72
2012 Wimbledon R128,L vs Azarenka,88.5,,,,,98,,,,,,,77
2012 Roland Garros R64,L vs Stosur,87.1,,,,,99,,,,,,,72
2011 US Open R32,L vs Lisicki,87.6,90.5,4.7,,,102,80,80.2,4.5,,,86,71
2011 US Open R64,W vs Cibulkova,85.8,90.1,6.8,,,105,78,76.6,3.4,,,84,71
2011 Roland Garros R128,L vs Dulko,83.8,85.5,6.0,,,98,74,79.5,4.9,,,89,71
Career (15 matches),,86.5,91.1,4.9,95.7,92.6,106,73,78.2,3.3,76.8,80.0,89,69
