Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2018 Chicago R32,L vs Maria,55% (6/11),67% (4/6),3/5,80% (8/10),25% (2/8),1/4,0/0,2/3,0/0,1/1
2018 Chicago Q2,W vs Kratzer,40% (4/10),50% (2/4),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2018 Chicago Q1,W vs Krajicek,56% (5/9),100% (5/5),1/1,25% (2/8),50% (1/2),2/3,0/1,0/0,0/1,0/0
2018 US Open Q1,L vs Rybakina,45% (5/11),80% (4/5),2/5,60% (6/10),0% (0/6),1/4,0/0,2/3,0/0,1/1
2018 Montreal Q1,L vs Bondarenko,57% (8/14),88% (7/8),5/8,69% (9/13),11% (1/9),3/7,1/1,1/1,0/0,0/0
2018 San Jose Q2,L vs Lao,38% (3/8),67% (2/3),2/5,75% (6/8),0% (0/6),0/2,0/0,0/1,0/0,0/1
2018 San Jose Q1,W vs Cako,60% (6/10),100% (6/6),2/3,30% (3/10),0% (0/3),3/6,2/3,0/0,1/2,0/0
2018 Wimbledon Q2,L vs Lottner,73% (8/11),50% (4/8),1/4,82% (9/11),33% (3/9),2/3,0/0,0/2,0/0,0/1
2018 Wimbledon Q1,W vs Martincova,88% (7/8),86% (6/7),2/2,50% (4/8),50% (2/4),4/6,2/2,0/0,1/1,0/0
2018 Nottingham R16,L vs Buzarnescu,33% (5/15),100% (5/5),3/6,67% (10/15),30% (3/10),4/5,1/2,2/3,0/0,2/2
2018 Nottingham R32,W vs Rodionova,75% (6/8),100% (6/6),3/3,44% (4/9),25% (1/4),4/5,1/2,0/0,1/1,0/0
2018 Nottingham Q2,W vs Bains,44% (7/16),71% (5/7),2/3,38% (6/16),50% (3/6),4/4,0/0,2/2,0/0,0/0
2018 Nottingham Q1,W vs Christie,50% (4/8),100% (4/4),0/0,13% (1/8),100% (1/1),2/2,0/0,0/0,0/0,0/0
2018 Roland Garros Q1,L vs Dolehide,22% (2/9),50% (1/2),1/3,50% (5/10),20% (1/5),1/1,0/0,1/2,0/0,0/1
2018 Bogota R32,L vs Schmiedlova,54% (7/13),86% (6/7),2/5,58% (7/12),14% (1/7),4/6,1/1,1/2,0/0,0/0
2018 Monterrey R32,L vs Vickery,33% (3/9),33% (1/3),1/4,63% (5/8),20% (1/5),0/1,0/0,1/1,0/0,1/1
2018 Australian Open R128,L vs Saville,29% (2/7),100% (2/2),1/6,100% (7/7),0% (0/7),0/2,0/0,0/1,0/0,0/1
2018 Australian Open Q3,W vs Hon,71% (5/7),100% (5/5),1/1,25% (2/8),50% (1/2),4/4,1/1,0/0,1/1,0/0
2018 Australian Open Q1,W vs Eraydin,86% (6/7),100% (6/6),0/0,17% (1/6),100% (1/1),4/4,0/0,0/0,0/0,0/0
2017 Waco TX $80K R16,L vs Eikeri,50% (5/10),100% (5/5),3/7,80% (8/10),13% (1/8),1/5,0/1,0/0,0/0,0/0
2018 (19 matches),,51.8%,81.8%,50.0%,51.3%,24.0%,63.4%,73.3%,57.1%,71.4%,55.6%
2017 (36 matches),,52.8%,78.3%,36.0%,52.2%,24.5%,60.3%,59.5%,62.9%,80.0%,66.7%
2016 (32 matches),,49.4%,75.6%,30.4%,53.0%,27.4%,69.4%,73.3%,48.4%,78.6%,57.1%
2015 (29 matches),,50.5%,79.6%,31.1%,49.8%,21.8%,61.5%,65.4%,42.9%,73.3%,25.0%
2014 (21 matches),,52.4%,78.0%,40.9%,54.1%,17.5%,58.4%,46.7%,62.5%,66.7%,33.3%
Career (174 matches),,50.9%,77.8%,36.8%,53.5%,21.8%,59.5%,61.4%,55.5%,71.9%,52.9%
