Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,5,1,4,20.0%,4-8,33.3%,44-59,42.7%,0-0,-,5,47.1%,38.5%,1.1%,5.1%,63.5%,57.4%,34.4%,49.0%,44.8%,47.0%,0.88,R16 (Nottingham)
2017,9,2,7,22.2%,7-15,31.8%,90-118,43.3%,0-1,0.0%,9,52.7%,34.0%,2.4%,6.0%,55.2%,60.1%,38.9%,50.6%,43.2%,46.8%,0.87,R16 (Budapest)
2016,24,11,13,45.8%,26-31,45.6%,251-266,48.5%,1-0,100.0%,24,62.9%,33.7%,2.3%,4.5%,61.4%,60.8%,46.6%,55.3%,43.3%,49.3%,0.97,W (Bogota)
2015,29,12,17,41.4%,29-40,42.0%,295-345,46.1%,5-2,71.4%,22,59.8%,35.6%,1.8%,7.5%,62.5%,61.3%,48.0%,56.3%,41.1%,48.9%,0.94,QF (Bogota)
2014,5,2,3,40.0%,4-6,40.0%,42-47,47.2%,0-0,-,4,-,-,0.7%,5.6%,65.2%,55.7%,41.9%,50.9%,37.6%,44.8%,0.77,R16 (Bad Gastein)
2013,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,-,-,0.0%,7.0%,49.1%,50.0%,34.5%,42.1%,42.9%,42.5%,0.74,R32 (Washington)
2012,19,6,13,31.6%,12-29,29.3%,163-216,43.0%,1-3,25.0%,19,-,-,1.4%,4.5%,64.8%,55.2%,39.9%,49.8%,45.1%,47.5%,0.90,QF (Birmingham)
2011,21,8,13,38.1%,17-28,37.8%,170-229,42.6%,1-0,100.0%,18,-,-,1.8%,4.7%,61.2%,56.0%,42.9%,50.9%,42.9%,47.0%,0.87,SF (Washington)
2010,2,0,2,0.0%,0-4,0.0%,12-25,32.4%,0-0,-,2,-,-,2.4%,0.8%,71.5%,54.5%,37.1%,49.6%,31.1%,41.2%,0.62,R32 (Quebec City)
Career,115,42,73,36.5%,99-163,37.8%,1072-1317,44.9%,8-6,57.1%,104,59.0%,34.8%,1.8%,5.3%,61.9%,58.5%,43.4%,52.7%,42.8%,47.8%,0.91,
