Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2019 Roland Garros R16,L vs Khachanov,111.7,119.2,6.0,,,130,101,94.2,5.7,,,108,83
2019 Roland Garros R32,W vs Thompson,114.0,119.5,6.0,,,133,106,97.7,10.7,,,118,83
2019 Roland Garros R64,W vs Nishioka,111.6,118.8,7.9,,,133,100,101.2,6.9,,,115,86
2019 Roland Garros R128,W vs Jarry,113.6,120.6,6.4,,,134,105,96.4,6.1,,,111,83
2018 US Open F,L vs Djokovic,113.4,123.7,7.0,125.4,120.4,136,107,94.7,7.2,96.5,,108,78
2018 US Open SF,W vs Nadal,113.6,122.9,8.1,124.3,120.8,136,104,95.4,4.7,93.7,,112,88
2018 US Open QF,W vs Isner,112.2,120.3,7.8,123.5,116.3,134,101,95.5,6.5,101.1,93.5,107,84
2018 US Open R16,W vs Coric,113.8,118.4,9.6,122.8,115.0,132,88,94.5,7.6,100.5,97.7,109,85
2018 US Open R32,W vs Verdasco,112.0,119.5,8.4,122.9,116.9,132,103,94.6,3.8,96.3,95.5,102,84
2018 US Open R64,W vs Kudla,112.5,118.9,11.2,122.5,115.2,135,74,92.9,9.4,98.0,89.0,106,63
2018 US Open R128,W vs Young,112.7,120.3,8.1,123.8,116.5,135,103,94.7,5.1,,,104,86
2018 Wimbledon QF,L vs Nadal,113.8,121.9,7.2,123.6,116.9,134,104,98.2,4.5,96.8,,108,88
2018 Wimbledon R16,W vs Simon,113.3,120.2,8.2,122.9,115.8,134,98,99.3,7.1,104.4,99.5,117,88
2018 Wimbledon R32,W vs Paire,112.7,120.2,8.2,123.1,116.8,136,103,100.7,6.1,104.8,107.0,115,89
2018 Wimbledon R64,W vs Lopez,115.1,122.2,5.9,125.4,119.3,131,108,103.7,3.6,105.5,,109,97
2018 Wimbledon R128,W vs Gojowczyk,113.5,117.8,7.2,119.2,116.5,130,102,103.3,6.7,105.2,,116,87
2017 US Open SF,L vs Nadal,108.1,115.6,8.3,123.9,109.9,130,100,91.1,3.6,91.3,,98,82
2017 US Open QF,W vs Federer,112.3,121.6,7.5,123.6,118.6,132,101,91.7,4.7,94.3,88.0,100,83
2017 US Open R16,W vs Thiem,104.0,117.0,8.3,121.0,113.4,131,86,85.0,6.5,89.3,86.5,101,69
2017 US Open R32,W vs Bautista Agut,108.7,118.5,8.0,121.5,116.2,134,100,88.8,6.0,92.6,,100,78
Career (77 matches),,111.5,119.5,7.0,122.1,115.9,136,74,96.4,6.2,100.0,95.7,118,63
