Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Buenos Aires R32,L vs Delbonis,78.6%,33.3%,7.1%,2/1,1.98,4.3%,70.0%,28.6%,0.0%,2.05,6.7%,100.0%,41.7%,25.0%,1.84,0.0%
2019 Queens Club R32,W vs Shapovalov,51.7%,53.3%,1.7%,1/0,2.58,37.0%,48.5%,56.3%,3.0%,2.89,46.7%,60.9%,50.0%,0.0%,2.21,25.0%
2019 Roland Garros R16,L vs Khachanov,80.5%,37.9%,3.9%,4/1,2.39,10.0%,77.3%,32.8%,2.7%,2.31,16.7%,91.8%,44.4%,6.1%,2.50,0.0%
2019 Roland Garros R32,W vs Thompson,69.2%,66.7%,2.2%,1/1,2.44,9.8%,64.4%,63.2%,0.0%,2.38,15.4%,83.3%,72.0%,6.7%,2.53,0.0%
2019 Roland Garros R64,W vs Nishioka,83.1%,50.7%,3.6%,1/5,2.22,14.4%,80.7%,44.3%,0.9%,2.15,25.0%,89.3%,62.0%,8.9%,2.27,3.6%
2019 Roland Garros R128,W vs Jarry,71.2%,47.3%,2.9%,2/1,2.28,5.8%,72.7%,43.8%,4.5%,2.45,9.4%,81.3%,53.8%,0.0%,2.03,0.0%
2019 Rome QF,L vs Djokovic,77.8%,36.4%,8.1%,6/2,2.08,8.6%,81.8%,40.7%,9.1%,2.20,14.9%,76.7%,26.1%,6.7%,1.91,0.0%
2019 Rome R32,W vs Goffin,80.0%,52.3%,9.1%,2/3,2.47,6.9%,80.0%,43.8%,2.5%,2.21,14.3%,92.3%,75.0%,30.8%,2.70,0.0%
2019 Rome R16,W vs Ruud,85.2%,42.3%,1.6%,1/0,2.50,34.8%,89.7%,42.9%,0.0%,2.12,61.5%,85.0%,41.2%,5.0%,2.98,0.0%
2019 Delray Beach QF,L vs Mcdonald,69.5%,31.8%,5.3%,2/3,2.35,10.7%,63.0%,27.6%,4.3%,2.43,19.4%,94.9%,35.1%,7.7%,2.26,0.0%
2019 Delray Beach R16,W vs Opelka,43.6%,66.7%,7.3%,3/1,2.61,12.5%,27.0%,60.0%,10.8%,2.63,17.4%,87.5%,71.4%,0.0%,2.56,0.0%
2019 Delray Beach R32,W vs Nishioka,80.3%,50.9%,0.0%,0/0,1.97,30.4%,75.6%,51.6%,0.0%,1.79,54.2%,95.7%,50.0%,0.0%,2.18,4.5%
2018 Shanghai R32,W vs Gasquet,67.5%,48.1%,1.3%,1/0,2.13,34.7%,66.1%,41.0%,1.7%,1.95,40.0%,76.5%,69.2%,0.0%,2.39,26.3%
2018 Beijing F,L vs Basilashvili,76.3%,36.2%,3.9%,1/2,2.49,5.0%,77.8%,34.3%,6.7%,2.65,5.0%,88.5%,39.1%,0.0%,2.33,5.0%
2018 Beijing QF,W vs Krajinovic,85.4%,60.0%,4.9%,1/1,2.52,13.0%,84.0%,61.9%,0.0%,2.32,27.3%,100.0%,57.1%,14.3%,2.71,0.0%
2018 Beijing R16,W vs Khachanov,73.8%,47.9%,7.7%,2/3,2.28,22.7%,65.3%,46.9%,8.2%,2.16,34.5%,100.0%,50.0%,6.3%,2.53,0.0%
2018 Beijing R32,W vs Ramos,80.3%,46.9%,4.9%,1/2,2.21,12.2%,77.8%,42.9%,0.0%,1.96,18.5%,100.0%,52.4%,14.3%,2.68,0.0%
2018 US Open F,L vs Djokovic,84.7%,40.0%,2.5%,2/1,2.11,22.9%,85.1%,38.1%,2.7%,2.17,40.0%,88.1%,43.2%,2.4%,2.03,0.0%
2018 US Open SF,W vs Nadal,77.5%,56.4%,2.8%,1/1,1.83,9.4%,75.5%,52.5%,1.9%,1.65,15.2%,88.2%,66.7%,5.9%,2.13,0.0%
2018 US Open QF,W vs Isner,57.9%,56.0%,4.1%,1/5,2.40,12.3%,52.8%,55.3%,3.4%,2.18,23.7%,72.5%,56.8%,5.9%,2.64,0.0%
Career (178 matches),,69.7%,46.7%,3.2%,41.3%,2.22,23.0%,64.8%,43.6%,2.5%,2.17,29.5%,86.1%,50.9%,5.0%,2.29,13.9%
